OID_,WellName,Zm,Xm,Ym
25394,82A-11-RD3,565.231,326909.252,4406707.258
25395,82A-11-RD3,564.231,326909.25,4406707.262
25396,82A-11-RD3,563.231,326909.248,4406707.266
25397,82A-11-RD3,562.231,326909.246,4406707.27
25398,82A-11-RD3,561.231,326909.244,4406707.273
25399,82A-11-RD3,560.231,326909.243,4406707.277
25400,82A-11-RD3,559.231,326909.241,4406707.28
25401,82A-11-RD3,558.231,326909.239,4406707.283
25402,82A-11-RD3,557.231,326909.238,4406707.286
25403,82A-11-RD3,556.231,326909.237,4406707.288
25404,82A-11-RD3,555.231,326909.235,4406707.29
25405,82A-11-RD3,554.231,326909.234,4406707.292
25406,82A-11-RD3,553.231,326909.233,4406707.293
25407,82A-11-RD3,552.231,326909.231,4406707.294
25408,82A-11-RD3,551.231,326909.23,4406707.295
25409,82A-11-RD3,550.231,326909.229,4406707.295
25410,82A-11-RD3,549.231,326909.228,4406707.295
25411,82A-11-RD3,548.231,326909.227,4406707.295
25412,82A-11-RD3,547.231,326909.226,4406707.294
25413,82A-11-RD3,546.231,326909.225,4406707.292
25414,82A-11-RD3,545.231,326909.224,4406707.291
25415,82A-11-RD3,544.231,326909.223,4406707.289
25416,82A-11-RD3,543.231,326909.222,4406707.287
25417,82A-11-RD3,542.231,326909.222,4406707.284
25418,82A-11-RD3,541.231,326909.221,4406707.282
25419,82A-11-RD3,540.231,326909.221,4406707.278
25420,82A-11-RD3,539.231,326909.22,4406707.275
25421,82A-11-RD3,538.231,326909.22,4406707.271
25422,82A-11-RD3,537.231,326909.219,4406707.267
25423,82A-11-RD3,536.231,326909.219,4406707.263
25424,82A-11-RD3,535.231,326909.218,4406707.258
25425,82A-11-RD3,534.231,326909.218,4406707.253
25426,82A-11-RD3,533.231,326909.218,4406707.247
25427,82A-11-RD3,532.231,326909.218,4406707.242
25428,82A-11-RD3,531.231,326909.218,4406707.235
25429,82A-11-RD3,530.231,326909.218,4406707.229
25430,82A-11-RD3,529.231,326909.218,4406707.222
25431,82A-11-RD3,528.231,326909.218,4406707.215
25432,82A-11-RD3,527.231,326909.218,4406707.207
25433,82A-11-RD3,526.231,326909.218,4406707.2
25434,82A-11-RD3,525.231,326909.219,4406707.192
25435,82A-11-RD3,524.231,326909.219,4406707.183
25436,82A-11-RD3,523.231,326909.219,4406707.174
25437,82A-11-RD3,522.231,326909.22,4406707.165
25438,82A-11-RD3,521.231,326909.221,4406707.155
25439,82A-11-RD3,520.231,326909.221,4406707.145
25440,82A-11-RD3,519.231,326909.222,4406707.135
25441,82A-11-RD3,518.231,326909.223,4406707.124
25442,82A-11-RD3,517.232,326909.223,4406707.113
25443,82A-11-RD3,516.232,326909.224,4406707.102
25444,82A-11-RD3,515.232,326909.225,4406707.09
25445,82A-11-RD3,514.232,326909.226,4406707.078
25446,82A-11-RD3,513.232,326909.227,4406707.066
25447,82A-11-RD3,512.232,326909.228,4406707.053
25448,82A-11-RD3,511.232,326909.229,4406707.041
25449,82A-11-RD3,510.232,326909.23,4406707.028
25450,82A-11-RD3,509.232,326909.231,4406707.014
25451,82A-11-RD3,508.232,326909.232,4406707
25452,82A-11-RD3,507.232,326909.234,4406706.986
25453,82A-11-RD3,506.232,326909.235,4406706.971
25454,82A-11-RD3,505.233,326909.237,4406706.956
25455,82A-11-RD3,504.233,326909.238,4406706.941
25456,82A-11-RD3,503.233,326909.24,4406706.925
25457,82A-11-RD3,502.233,326909.241,4406706.909
25458,82A-11-RD3,501.233,326909.243,4406706.893
25459,82A-11-RD3,500.233,326909.244,4406706.876
25460,82A-11-RD3,499.233,326909.246,4406706.859
25461,82A-11-RD3,498.234,326909.248,4406706.842
25462,82A-11-RD3,497.234,326909.25,4406706.824
25463,82A-11-RD3,496.234,326909.251,4406706.807
25464,82A-11-RD3,495.234,326909.253,4406706.789
25465,82A-11-RD3,494.234,326909.255,4406706.772
25466,82A-11-RD3,493.234,326909.257,4406706.755
25467,82A-11-RD3,492.234,326909.259,4406706.737
25468,82A-11-RD3,491.235,326909.26,4406706.72
25469,82A-11-RD3,490.235,326909.262,4406706.702
25470,82A-11-RD3,489.235,326909.264,4406706.685
25471,82A-11-RD3,488.235,326909.266,4406706.668
25472,82A-11-RD3,487.235,326909.267,4406706.65
25473,82A-11-RD3,486.235,326909.269,4406706.633
25474,82A-11-RD3,485.236,326909.27,4406706.615
25475,82A-11-RD3,484.236,326909.272,4406706.598
25476,82A-11-RD3,483.236,326909.274,4406706.581
25477,82A-11-RD3,482.236,326909.275,4406706.563
25478,82A-11-RD3,481.236,326909.277,4406706.546
25479,82A-11-RD3,480.236,326909.278,4406706.529
25480,82A-11-RD3,479.236,326909.28,4406706.512
25481,82A-11-RD3,478.237,326909.282,4406706.495
25482,82A-11-RD3,477.237,326909.286,4406706.48
25483,82A-11-RD3,476.237,326909.29,4406706.465
25484,82A-11-RD3,475.237,326909.296,4406706.452
25485,82A-11-RD3,474.237,326909.302,4406706.44
25486,82A-11-RD3,473.237,326909.31,4406706.429
25487,82A-11-RD3,472.237,326909.318,4406706.419
25488,82A-11-RD3,471.237,326909.328,4406706.41
25489,82A-11-RD3,470.237,326909.338,4406706.403
25490,82A-11-RD3,469.237,326909.35,4406706.396
25491,82A-11-RD3,468.238,326909.363,4406706.39
25492,82A-11-RD3,467.238,326909.376,4406706.386
25493,82A-11-RD3,466.238,326909.391,4406706.382
25494,82A-11-RD3,465.238,326909.407,4406706.38
25495,82A-11-RD3,464.238,326909.424,4406706.379
25496,82A-11-RD3,463.238,326909.442,4406706.379
25497,82A-11-RD3,462.238,326909.461,4406706.38
25498,82A-11-RD3,461.239,326909.481,4406706.383
25499,82A-11-RD3,460.239,326909.502,4406706.386
25500,82A-11-RD3,459.239,326909.524,4406706.39
25501,82A-11-RD3,458.239,326909.548,4406706.395
25502,82A-11-RD3,457.24,326909.573,4406706.4
25503,82A-11-RD3,456.24,326909.599,4406706.406
25504,82A-11-RD3,455.24,326909.627,4406706.412
25505,82A-11-RD3,454.241,326909.657,4406706.419
25506,82A-11-RD3,453.241,326909.688,4406706.426
25507,82A-11-RD3,452.242,326909.721,4406706.435
25508,82A-11-RD3,451.243,326909.755,4406706.443
25509,82A-11-RD3,450.243,326909.79,4406706.452
25510,82A-11-RD3,449.244,326909.827,4406706.462
25511,82A-11-RD3,448.245,326909.865,4406706.472
25512,82A-11-RD3,447.246,326909.905,4406706.483
25513,82A-11-RD3,446.247,326909.946,4406706.494
25514,82A-11-RD3,445.248,326909.989,4406706.506
25515,82A-11-RD3,444.249,326910.033,4406706.518
25516,82A-11-RD3,443.25,326910.079,4406706.531
25517,82A-11-RD3,442.251,326910.125,4406706.545
25518,82A-11-RD3,441.252,326910.174,4406706.559
25519,82A-11-RD3,440.254,326910.224,4406706.574
25520,82A-11-RD3,439.255,326910.275,4406706.589
25521,82A-11-RD3,438.256,326910.328,4406706.605
25522,82A-11-RD3,437.258,326910.382,4406706.621
25523,82A-11-RD3,436.26,326910.437,4406706.638
25524,82A-11-RD3,435.262,326910.494,4406706.656
25525,82A-11-RD3,434.263,326910.553,4406706.674
25526,82A-11-RD3,433.265,326910.613,4406706.693
25527,82A-11-RD3,432.267,326910.675,4406706.712
25528,82A-11-RD3,431.27,326910.738,4406706.732
25529,82A-11-RD3,430.272,326910.802,4406706.752
25530,82A-11-RD3,429.274,326910.868,4406706.773
25531,82A-11-RD3,428.277,326910.935,4406706.794
25532,82A-11-RD3,427.279,326911.004,4406706.817
25533,82A-11-RD3,426.282,326911.074,4406706.839
25534,82A-11-RD3,425.285,326911.146,4406706.862
25535,82A-11-RD3,424.288,326911.219,4406706.886
25536,82A-11-RD3,423.291,326911.294,4406706.91
25537,82A-11-RD3,422.294,326911.37,4406706.935
25538,82A-11-RD3,421.298,326911.448,4406706.96
25539,82A-11-RD3,420.301,326911.528,4406706.985
25540,82A-11-RD3,419.305,326911.61,4406707.01
25541,82A-11-RD3,418.309,326911.694,4406707.036
25542,82A-11-RD3,417.313,326911.779,4406707.061
25543,82A-11-RD3,416.317,326911.867,4406707.087
25544,82A-11-RD3,415.321,326911.956,4406707.113
25545,82A-11-RD3,414.326,326912.047,4406707.14
25546,82A-11-RD3,413.33,326912.14,4406707.167
25547,82A-11-RD3,412.335,326912.234,4406707.194
25548,82A-11-RD3,411.34,326912.33,4406707.221
25549,82A-11-RD3,410.345,326912.428,4406707.249
25550,82A-11-RD3,409.351,326912.528,4406707.277
25551,82A-11-RD3,408.356,326912.63,4406707.305
25552,82A-11-RD3,407.362,326912.733,4406707.334
25553,82A-11-RD3,406.368,326912.839,4406707.363
25554,82A-11-RD3,405.374,326912.946,4406707.392
25555,82A-11-RD3,404.381,326913.055,4406707.421
25556,82A-11-RD3,403.387,326913.166,4406707.45
25557,82A-11-RD3,402.394,326913.278,4406707.479
25558,82A-11-RD3,401.401,326913.392,4406707.508
25559,82A-11-RD3,400.408,326913.508,4406707.538
25560,82A-11-RD3,399.415,326913.625,4406707.567
25561,82A-11-RD3,398.423,326913.744,4406707.596
25562,82A-11-RD3,397.431,326913.864,4406707.626
25563,82A-11-RD3,396.439,326913.987,4406707.656
25564,82A-11-RD3,395.447,326914.11,4406707.685
25565,82A-11-RD3,394.455,326914.236,4406707.715
25566,82A-11-RD3,393.464,326914.363,4406707.745
25567,82A-11-RD3,392.473,326914.493,4406707.774
25568,82A-11-RD3,391.482,326914.623,4406707.804
25569,82A-11-RD3,390.491,326914.756,4406707.833
25570,82A-11-RD3,389.5,326914.89,4406707.863
25571,82A-11-RD3,388.51,326915.026,4406707.893
25572,82A-11-RD3,387.52,326915.163,4406707.923
25573,82A-11-RD3,386.53,326915.302,4406707.953
25574,82A-11-RD3,385.54,326915.442,4406707.982
25575,82A-11-RD3,384.551,326915.583,4406708.01
25576,82A-11-RD3,383.561,326915.725,4406708.037
25577,82A-11-RD3,382.572,326915.868,4406708.062
25578,82A-11-RD3,381.583,326916.012,4406708.086
25579,82A-11-RD3,380.594,326916.157,4406708.109
25580,82A-11-RD3,379.604,326916.303,4406708.13
25581,82A-11-RD3,378.615,326916.449,4406708.149
25582,82A-11-RD3,377.626,326916.597,4406708.168
25583,82A-11-RD3,376.638,326916.745,4406708.184
25584,82A-11-RD3,375.649,326916.894,4406708.199
25585,82A-11-RD3,374.66,326917.044,4406708.213
25586,82A-11-RD3,373.672,326917.195,4406708.225
25587,82A-11-RD3,372.683,326917.346,4406708.236
25588,82A-11-RD3,371.695,326917.499,4406708.245
25589,82A-11-RD3,370.707,326917.652,4406708.253
25590,82A-11-RD3,369.719,326917.806,4406708.26
25591,82A-11-RD3,368.731,326917.961,4406708.265
25592,82A-11-RD3,367.743,326918.117,4406708.269
25593,82A-11-RD3,366.756,326918.274,4406708.272
25594,82A-11-RD3,365.768,326918.433,4406708.274
25595,82A-11-RD3,364.781,326918.593,4406708.276
25596,82A-11-RD3,363.795,326918.755,4406708.278
25597,82A-11-RD3,362.808,326918.919,4406708.28
25598,82A-11-RD3,361.822,326919.085,4406708.281
25599,82A-11-RD3,360.836,326919.253,4406708.282
25600,82A-11-RD3,359.851,326919.422,4406708.283
25601,82A-11-RD3,358.865,326919.593,4406708.283
25602,82A-11-RD3,357.88,326919.766,4406708.283
25603,82A-11-RD3,356.896,326919.941,4406708.283
25604,82A-11-RD3,355.912,326920.118,4406708.283
25605,82A-11-RD3,354.928,326920.296,4406708.282
25606,82A-11-RD3,353.944,326920.476,4406708.281
25607,82A-11-RD3,352.961,326920.658,4406708.28
25608,82A-11-RD3,351.978,326920.842,4406708.278
25609,82A-11-RD3,350.995,326921.028,4406708.276
25610,82A-11-RD3,350.013,326921.215,4406708.274
25611,82A-11-RD3,349.031,326921.404,4406708.271
25612,82A-11-RD3,348.049,326921.595,4406708.268
25613,82A-11-RD3,347.068,326921.788,4406708.265
25614,82A-11-RD3,346.087,326921.982,4406708.262
25615,82A-11-RD3,345.106,326922.177,4406708.259
25616,82A-11-RD3,344.126,326922.373,4406708.257
25617,82A-11-RD3,343.145,326922.569,4406708.257
25618,82A-11-RD3,342.165,326922.766,4406708.257
25619,82A-11-RD3,341.184,326922.963,4406708.258
25620,82A-11-RD3,340.204,326923.161,4406708.26
25621,82A-11-RD3,339.224,326923.359,4406708.263
25622,82A-11-RD3,338.244,326923.558,4406708.267
25623,82A-11-RD3,337.264,326923.757,4406708.272
25624,82A-11-RD3,336.284,326923.956,4406708.277
25625,82A-11-RD3,335.304,326924.156,4406708.284
25626,82A-11-RD3,334.324,326924.356,4406708.292
25627,82A-11-RD3,333.345,326924.557,4406708.3
25628,82A-11-RD3,332.365,326924.758,4406708.309
25629,82A-11-RD3,331.386,326924.96,4406708.32
25630,82A-11-RD3,330.407,326925.162,4406708.331
25631,82A-11-RD3,329.427,326925.365,4406708.343
25632,82A-11-RD3,328.448,326925.568,4406708.357
25633,82A-11-RD3,327.469,326925.771,4406708.371
25634,82A-11-RD3,326.49,326925.975,4406708.387
25635,82A-11-RD3,325.512,326926.179,4406708.403
25636,82A-11-RD3,324.533,326926.384,4406708.42
25637,82A-11-RD3,323.555,326926.589,4406708.438
25638,82A-11-RD3,322.576,326926.795,4406708.457
25639,82A-11-RD3,321.598,326927.001,4406708.477
25640,82A-11-RD3,320.62,326927.208,4406708.498
25641,82A-11-RD3,319.642,326927.415,4406708.52
25642,82A-11-RD3,318.664,326927.623,4406708.543
25643,82A-11-RD3,317.686,326927.831,4406708.567
25644,82A-11-RD3,316.708,326928.039,4406708.591
25645,82A-11-RD3,315.73,326928.248,4406708.617
25646,82A-11-RD3,314.753,326928.457,4406708.644
25647,82A-11-RD3,313.776,326928.667,4406708.671
25648,82A-11-RD3,312.798,326928.877,4406708.7
25649,82A-11-RD3,311.821,326929.088,4406708.73
25650,82A-11-RD3,310.844,326929.299,4406708.76
25651,82A-11-RD3,309.867,326929.51,4406708.791
25652,82A-11-RD3,308.891,326929.722,4406708.824
25653,82A-11-RD3,307.914,326929.935,4406708.857
25654,82A-11-RD3,306.938,326930.148,4406708.891
25655,82A-11-RD3,305.961,326930.361,4406708.926
25656,82A-11-RD3,304.985,326930.575,4406708.962
25657,82A-11-RD3,304.009,326930.789,4406709
25658,82A-11-RD3,303.033,326931.003,4406709.038
25659,82A-11-RD3,302.057,326931.218,4406709.077
25660,82A-11-RD3,301.081,326931.434,4406709.117
25661,82A-11-RD3,300.106,326931.65,4406709.158
25662,82A-11-RD3,299.13,326931.866,4406709.2
25663,82A-11-RD3,298.155,326932.083,4406709.243
25664,82A-11-RD3,297.18,326932.3,4406709.286
25665,82A-11-RD3,296.205,326932.518,4406709.331
25666,82A-11-RD3,295.23,326932.736,4406709.376
25667,82A-11-RD3,294.256,326932.955,4406709.423
25668,82A-11-RD3,293.281,326933.174,4406709.47
25669,82A-11-RD3,292.307,326933.394,4406709.518
25670,82A-11-RD3,291.332,326933.614,4406709.569
25671,82A-11-RD3,290.358,326933.834,4406709.622
25672,82A-11-RD3,289.385,326934.055,4406709.677
25673,82A-11-RD3,288.411,326934.276,4406709.734
25674,82A-11-RD3,287.438,326934.498,4406709.793
25675,82A-11-RD3,286.465,326934.72,4406709.855
25676,82A-11-RD3,285.492,326934.942,4406709.919
25677,82A-11-RD3,284.519,326935.165,4406709.985
25678,82A-11-RD3,283.547,326935.388,4406710.054
25679,82A-11-RD3,282.575,326935.612,4406710.125
25680,82A-11-RD3,281.603,326935.836,4406710.198
25681,82A-11-RD3,280.631,326936.06,4406710.273
25682,82A-11-RD3,279.66,326936.285,4406710.35
25683,82A-11-RD3,278.689,326936.51,4406710.43
25684,82A-11-RD3,277.718,326936.736,4406710.512
25685,82A-11-RD3,276.748,326936.962,4406710.596
25686,82A-11-RD3,275.778,326937.189,4406710.683
25687,82A-11-RD3,274.808,326937.415,4406710.772
25688,82A-11-RD3,273.838,326937.643,4406710.863
25689,82A-11-RD3,272.869,326937.871,4406710.954
25690,82A-11-RD3,271.9,326938.1,4406711.047
25691,82A-11-RD3,270.931,326938.33,4406711.14
25692,82A-11-RD3,269.963,326938.56,4406711.233
25693,82A-11-RD3,268.994,326938.791,4406711.327
25694,82A-11-RD3,268.026,326939.024,4406711.421
25695,82A-11-RD3,267.058,326939.257,4406711.515
25696,82A-11-RD3,266.091,326939.491,4406711.61
25697,82A-11-RD3,265.123,326939.727,4406711.704
25698,82A-11-RD3,264.156,326939.963,4406711.799
25699,82A-11-RD3,263.19,326940.2,4406711.895
25700,82A-11-RD3,262.223,326940.438,4406711.991
25701,82A-11-RD3,261.257,326940.677,4406712.087
25702,82A-11-RD3,260.291,326940.916,4406712.184
25703,82A-11-RD3,259.325,326941.156,4406712.282
25704,82A-11-RD3,258.359,326941.398,4406712.379
25705,82A-11-RD3,257.394,326941.64,4406712.477
25706,82A-11-RD3,256.429,326941.883,4406712.575
25707,82A-11-RD3,255.465,326942.127,4406712.674
25708,82A-11-RD3,254.5,326942.372,4406712.775
25709,82A-11-RD3,253.536,326942.616,4406712.878
25710,82A-11-RD3,252.572,326942.859,4406712.985
25711,82A-11-RD3,251.608,326943.102,4406713.095
25712,82A-11-RD3,250.644,326943.344,4406713.209
25713,82A-11-RD3,249.681,326943.585,4406713.325
25714,82A-11-RD3,248.718,326943.826,4406713.446
25715,82A-11-RD3,247.755,326944.066,4406713.569
25716,82A-11-RD3,246.792,326944.305,4406713.696
25717,82A-11-RD3,245.83,326944.544,4406713.826
25718,82A-11-RD3,244.868,326944.782,4406713.959
25719,82A-11-RD3,243.906,326945.02,4406714.096
25720,82A-11-RD3,242.945,326945.257,4406714.236
25721,82A-11-RD3,241.984,326945.493,4406714.38
25722,82A-11-RD3,241.023,326945.729,4406714.526
25723,82A-11-RD3,240.063,326945.965,4406714.677
25724,82A-11-RD3,239.103,326946.199,4406714.83
25725,82A-11-RD3,238.144,326946.433,4406714.987
25726,82A-11-RD3,237.185,326946.666,4406715.147
25727,82A-11-RD3,236.226,326946.899,4406715.31
25728,82A-11-RD3,235.268,326947.132,4406715.475
25729,82A-11-RD3,234.31,326947.366,4406715.642
25730,82A-11-RD3,233.352,326947.6,4406715.81
25731,82A-11-RD3,232.395,326947.835,4406715.98
25732,82A-11-RD3,231.438,326948.07,4406716.151
25733,82A-11-RD3,230.482,326948.306,4406716.324
25734,82A-11-RD3,229.526,326948.542,4406716.498
25735,82A-11-RD3,228.571,326948.779,4406716.674
25736,82A-11-RD3,227.616,326949.016,4406716.852
25737,82A-11-RD3,226.661,326949.254,4406717.031
25738,82A-11-RD3,225.707,326949.493,4406717.212
25739,82A-11-RD3,224.753,326949.732,4406717.395
25740,82A-11-RD3,223.8,326949.971,4406717.579
25741,82A-11-RD3,222.847,326950.211,4406717.765
25742,82A-11-RD3,221.894,326950.451,4406717.952
25743,82A-11-RD3,220.942,326950.692,4406718.141
25744,82A-11-RD3,219.991,326950.933,4406718.332
25745,82A-11-RD3,219.04,326951.175,4406718.524
25746,82A-11-RD3,218.089,326951.417,4406718.718
25747,82A-11-RD3,217.139,326951.66,4406718.914
25748,82A-11-RD3,216.189,326951.904,4406719.111
25749,82A-11-RD3,215.24,326952.148,4406719.31
25750,82A-11-RD3,214.291,326952.392,4406719.51
25751,82A-11-RD3,213.343,326952.637,4406719.712
25752,82A-11-RD3,212.395,326952.882,4406719.915
25753,82A-11-RD3,211.448,326953.128,4406720.12
25754,82A-11-RD3,210.501,326953.374,4406720.327
25755,82A-11-RD3,209.555,326953.621,4406720.535
25756,82A-11-RD3,208.609,326953.868,4406720.745
25757,82A-11-RD3,207.663,326954.116,4406720.957
25758,82A-11-RD3,206.718,326954.364,4406721.17
25759,82A-11-RD3,205.774,326954.613,4406721.385
25760,82A-11-RD3,204.83,326954.862,4406721.601
25761,82A-11-RD3,203.886,326955.112,4406721.819
25762,82A-11-RD3,202.944,326955.362,4406722.039
25763,82A-11-RD3,202.001,326955.613,4406722.26
25764,82A-11-RD3,201.059,326955.865,4406722.483
25765,82A-11-RD3,200.118,326956.116,4406722.707
25766,82A-11-RD3,199.177,326956.368,4406722.932
25767,82A-11-RD3,198.236,326956.619,4406723.159
25768,82A-11-RD3,197.295,326956.871,4406723.386
25769,82A-11-RD3,196.354,326957.122,4406723.615
25770,82A-11-RD3,195.414,326957.373,4406723.845
25771,82A-11-RD3,194.474,326957.624,4406724.076
25772,82A-11-RD3,193.534,326957.875,4406724.308
25773,82A-11-RD3,192.595,326958.126,4406724.541
25774,82A-11-RD3,191.656,326958.376,4406724.776
25775,82A-11-RD3,190.717,326958.627,4406725.011
25776,82A-11-RD3,189.778,326958.878,4406725.248
25777,82A-11-RD3,188.839,326959.128,4406725.485
25778,82A-11-RD3,187.901,326959.379,4406725.724
25779,82A-11-RD3,186.963,326959.629,4406725.963
25780,82A-11-RD3,186.025,326959.879,4406726.204
25781,82A-11-RD3,185.088,326960.129,4406726.446
25782,82A-11-RD3,184.15,326960.379,4406726.689
25783,82A-11-RD3,183.214,326960.63,4406726.934
25784,82A-11-RD3,182.277,326960.879,4406727.179
25785,82A-11-RD3,181.34,326961.129,4406727.426
25786,82A-11-RD3,180.404,326961.378,4406727.674
25787,82A-11-RD3,179.468,326961.626,4406727.923
25788,82A-11-RD3,178.532,326961.874,4406728.173
25789,82A-11-RD3,177.597,326962.122,4406728.424
25790,82A-11-RD3,176.661,326962.369,4406728.677
25791,82A-11-RD3,175.726,326962.616,4406728.931
25792,82A-11-RD3,174.791,326962.862,4406729.187
25793,82A-11-RD3,173.856,326963.108,4406729.444
25794,82A-11-RD3,172.922,326963.353,4406729.702
25795,82A-11-RD3,171.988,326963.598,4406729.961
25796,82A-11-RD3,171.054,326963.843,4406730.222
25797,82A-11-RD3,170.12,326964.087,4406730.483
25798,82A-11-RD3,169.186,326964.33,4406730.746
25799,82A-11-RD3,168.253,326964.573,4406731.01
25800,82A-11-RD3,167.32,326964.816,4406731.276
25801,82A-11-RD3,166.387,326965.058,4406731.543
25802,82A-11-RD3,165.455,326965.3,4406731.811
25803,82A-11-RD3,164.522,326965.542,4406732.08
25804,82A-11-RD3,163.59,326965.783,4406732.35
25805,82A-11-RD3,162.659,326966.023,4406732.622
25806,82A-11-RD3,161.727,326966.263,4406732.895
25807,82A-11-RD3,160.796,326966.503,4406733.169
25808,82A-11-RD3,159.865,326966.742,4406733.445
25809,82A-11-RD3,158.934,326966.981,4406733.722
25810,82A-11-RD3,158.003,326967.219,4406734
25811,82A-11-RD3,157.073,326967.457,4406734.279
25812,82A-11-RD3,156.143,326967.694,4406734.56
25813,82A-11-RD3,155.213,326967.931,4406734.842
25814,82A-11-RD3,154.284,326968.167,4406735.125
25815,82A-11-RD3,153.354,326968.403,4406735.409
25816,82A-11-RD3,152.425,326968.638,4406735.695
25817,82A-11-RD3,151.497,326968.873,4406735.982
25818,82A-11-RD3,150.568,326969.108,4406736.27
25819,82A-11-RD3,149.64,326969.342,4406736.559
25820,82A-11-RD3,148.712,326969.576,4406736.85
25821,82A-11-RD3,147.785,326969.809,4406737.142
25822,82A-11-RD3,146.857,326970.042,4406737.435
25823,82A-11-RD3,145.93,326970.274,4406737.729
25824,82A-11-RD3,145.003,326970.506,4406738.024
25825,82A-11-RD3,144.077,326970.737,4406738.321
25826,82A-11-RD3,143.151,326970.968,4406738.619
25827,82A-11-RD3,142.225,326971.198,4406738.918
25828,82A-11-RD3,141.299,326971.428,4406739.219
25829,82A-11-RD3,140.374,326971.658,4406739.521
25830,82A-11-RD3,139.449,326971.887,4406739.824
25831,82A-11-RD3,138.524,326972.116,4406740.128
25832,82A-11-RD3,137.6,326972.344,4406740.434
25833,82A-11-RD3,136.676,326972.571,4406740.741
25834,82A-11-RD3,135.752,326972.798,4406741.049
25835,82A-11-RD3,134.828,326973.025,4406741.358
25836,82A-11-RD3,133.905,326973.251,4406741.668
25837,82A-11-RD3,132.982,326973.477,4406741.98
25838,82A-11-RD3,132.059,326973.703,4406742.293
25839,82A-11-RD3,131.137,326973.928,4406742.607
25840,82A-11-RD3,130.215,326974.152,4406742.923
25841,82A-11-RD3,129.293,326974.376,4406743.24
25842,82A-11-RD3,128.372,326974.599,4406743.558
25843,82A-11-RD3,127.451,326974.822,4406743.877
25844,82A-11-RD3,126.53,326975.043,4406744.198
25845,82A-11-RD3,125.609,326975.263,4406744.521
25846,82A-11-RD3,124.689,326975.481,4406744.845
25847,82A-11-RD3,123.769,326975.697,4406745.171
25848,82A-11-RD3,122.849,326975.912,4406745.499
25849,82A-11-RD3,121.929,326976.125,4406745.829
25850,82A-11-RD3,121.009,326976.336,4406746.16
25851,82A-11-RD3,120.09,326976.546,4406746.493
25852,82A-11-RD3,119.171,326976.754,4406746.827
25853,82A-11-RD3,118.252,326976.96,4406747.163
25854,82A-11-RD3,117.333,326977.165,4406747.501
25855,82A-11-RD3,116.415,326977.368,4406747.841
25856,82A-11-RD3,115.497,326977.57,4406748.182
25857,82A-11-RD3,114.579,326977.77,4406748.526
25858,82A-11-RD3,113.662,326977.969,4406748.87
25859,82A-11-RD3,112.745,326978.166,4406749.217
25860,82A-11-RD3,111.828,326978.361,4406749.565
25861,82A-11-RD3,110.911,326978.555,4406749.915
25862,82A-11-RD3,109.995,326978.747,4406750.266
25863,82A-11-RD3,109.079,326978.938,4406750.618
25864,82A-11-RD3,108.162,326979.127,4406750.971
25865,82A-11-RD3,107.246,326979.315,4406751.325
25866,82A-11-RD3,106.33,326979.502,4406751.68
25867,82A-11-RD3,105.414,326979.687,4406752.035
25868,82A-11-RD3,104.498,326979.87,4406752.392
25869,82A-11-RD3,103.582,326980.053,4406752.749
25870,82A-11-RD3,102.666,326980.234,4406753.107
25871,82A-11-RD3,101.75,326980.414,4406753.466
25872,82A-11-RD3,100.834,326980.592,4406753.826
25873,82A-11-RD3,99.919,326980.77,4406754.187
25874,82A-11-RD3,99.003,326980.946,4406754.549
25875,82A-11-RD3,98.088,326981.12,4406754.912
25876,82A-11-RD3,97.173,326981.293,4406755.275
25877,82A-11-RD3,96.257,326981.465,4406755.639
25878,82A-11-RD3,95.342,326981.636,4406756.004
25879,82A-11-RD3,94.427,326981.805,4406756.37
25880,82A-11-RD3,93.512,326981.973,4406756.737
25881,82A-11-RD3,92.597,326982.14,4406757.105
25882,82A-11-RD3,91.682,326982.305,4406757.473
25883,82A-11-RD3,90.768,326982.47,4406757.843
25884,82A-11-RD3,89.853,326982.634,4406758.212
25885,82A-11-RD3,88.939,326982.797,4406758.583
25886,82A-11-RD3,88.025,326982.959,4406758.954
25887,82A-11-RD3,87.111,326983.121,4406759.326
25888,82A-11-RD3,86.197,326983.281,4406759.699
25889,82A-11-RD3,85.283,326983.441,4406760.073
25890,82A-11-RD3,84.369,326983.6,4406760.447
25891,82A-11-RD3,83.456,326983.758,4406760.822
25892,82A-11-RD3,82.542,326983.915,4406761.197
25893,82A-11-RD3,81.629,326984.072,4406761.573
25894,82A-11-RD3,80.716,326984.227,4406761.95
25895,82A-11-RD3,79.803,326984.382,4406762.328
25896,82A-11-RD3,78.89,326984.536,4406762.706
25897,82A-11-RD3,77.978,326984.689,4406763.086
25898,82A-11-RD3,77.065,326984.842,4406763.466
25899,82A-11-RD3,76.153,326984.993,4406763.846
25900,82A-11-RD3,75.241,326985.144,4406764.228
25901,82A-11-RD3,74.33,326985.294,4406764.61
25902,82A-11-RD3,73.418,326985.443,4406764.994
25903,82A-11-RD3,72.507,326985.591,4406765.378
25904,82A-11-RD3,71.596,326985.738,4406765.763
25905,82A-11-RD3,70.685,326985.885,4406766.149
25906,82A-11-RD3,69.775,326986.031,4406766.536
25907,82A-11-RD3,68.864,326986.176,4406766.924
25908,82A-11-RD3,67.954,326986.32,4406767.313
25909,82A-11-RD3,67.045,326986.463,4406767.702
25910,82A-11-RD3,66.135,326986.606,4406768.093
25911,82A-11-RD3,65.226,326986.748,4406768.484
