index,id,X,Y,Zone
1,0,326190,4404690,West
2,0,326234,4404740,West
3,0,326278,4404791,West
4,0,326321,4404842,West
5,0,326365,4404893,West
6,0,326407,4404945,West
7,0,326450,4404996,West
8,0,326492,4405048,West
9,0,326533,4405101,West
10,0,326575,4405153,West
11,0,326616,4405206,West
12,0,326656,4405259,West
13,0,326696,4405312,West
14,0,326736,4405366,West
15,0,326776,4405420,West
16,0,326815,4405474,West
17,0,326853,4405528,East
18,0,326895,4405587,East
19,0,327003,4405738,East
20,0,327053,4405808,East
21,0,327105,4405882,East
22,0,327151,4405949,East
23,0,327176,4405986,East
24,0,327200,4406021,East
25,0,327222,4406055,East
26,0,327244,4406088,East
27,0,327265,4406121,East
28,0,327285,4406153,East
29,0,327305,4406185,East
30,0,327324,4406216,East
31,0,327344,4406249,East
32,0,327363,4406281,East
33,0,327382,4406314,East
34,0,327400,4406345,East
35,0,327417,4406377,East
36,0,327433,4406408,East
37,0,327450,4406439,East
38,0,327465,4406470,East
39,0,327480,4406500,East
40,0,327494,4406531,East
41,0,327508,4406561,East
42,0,327522,4406591,East
43,0,327535,4406620,East
44,0,327547,4406650,East
45,0,327559,4406680,East
46,0,327570,4406709,East
47,0,327576,4406725,East
48,0,327582,4406742,East
49,0,327587,4406759,East
50,0,327593,4406776,East
51,0,327598,4406795,East
52,0,327604,4406813,East
53,0,327609,4406833,East
54,0,327614,4406853,East
55,0,327623,4406888,East
56,0,327632,4406928,East
57,0,327641,4406965,East
58,0,327661,4407057,East
59,0,327672,4407105,East
60,0,327677,4407128,East
61,0,327683,4407151,East
62,0,327688,4407172,East
63,0,327694,4407192,East
64,0,327700,4407213,East
65,0,327706,4407233,East
66,0,327712,4407253,East
67,0,327718,4407272,East
68,0,327725,4407290,East
69,0,327732,4407308,East
70,0,327739,4407326,East
71,0,327746,4407343,East
72,0,327758,4407370,East
73,0,327771,4407398,East
74,0,327785,4407427,East
75,0,327800,4407456,East
76,0,327816,4407485,East
77,0,327833,4407515,East
78,0,327851,4407546,East
79,0,327870,4407578,East
80,0,327888,4407606,East
81,0,327907,4407636,East
82,0,327927,4407667,East
83,0,327949,4407700,East
84,0,327984,4407752,East
85,0,328072,4407881,East
86,0,328112,4407940,East
87,0,328136,4407976,East
88,0,328162,4408013,East
89,0,328188,4408050,East
90,0,328215,4408089,East
91,0,328243,4408128,East
92,0,328272,4408168,East
93,0,328303,4408209,East
94,0,328335,4408251,East
95,0,328391,4408325,East
96,0,328454,4408406,East
97,0,328516,4408484,East
98,0,328665,4408673,East
99,0,328706,4408725,East
100,0,328743,4408773,East
101,0,328830,4408884,East
102,0,328917,4408996,East
103,0,329005,4409107,East
104,0,329093,4409218,East
105,0,329181,4409329,East
106,0,329270,4409439,East
107,0,329359,4409549,East
108,0,329449,4409659,East
109,1,325993,4404763,West
110,1,326026,4404794,West
111,1,326059,4404826,West
112,1,326091,4404857,West
113,1,326123,4404889,West
114,1,326154,4404921,West
115,1,326185,4404954,West
116,1,326215,4404987,West
117,1,326244,4405019,West
118,1,326273,4405053,West
119,1,326302,4405086,West
120,1,326330,4405119,West
121,1,326357,4405153,West
122,1,326384,4405187,West
123,1,326410,4405222,West
124,1,326436,4405256,West
125,1,326461,4405291,West
126,1,326486,4405326,West
127,1,326510,4405361,West
128,1,326534,4405397,West
129,1,326557,4405433,West
130,1,326579,4405469,West
131,1,326601,4405505,West
132,1,326623,4405541,West
133,1,326644,4405578,West
134,1,326664,4405615,West
135,1,326684,4405652,West
136,1,326703,4405690,West
137,1,326722,4405727,West
138,1,326740,4405765,West
139,1,326757,4405803,West
140,1,326774,4405842,West
141,1,326791,4405880,West
142,1,326800,4405901,West
143,1,326808,4405923,West
144,1,326816,4405945,West
145,1,326824,4405967,West
146,1,326832,4405989,West
147,1,326840,4406012,West
148,1,326847,4406035,East
149,1,326855,4406059,East
150,1,326862,4406083,East
151,1,326869,4406108,East
152,1,326876,4406133,East
153,1,326882,4406159,East
154,1,326889,4406185,East
155,1,326895,4406211,East
156,1,326901,4406239,East
157,1,326907,4406267,East
158,1,326916,4406311,East
159,1,326925,4406358,East
160,1,326934,4406407,East
161,1,326943,4406460,East
162,1,326952,4406509,East
163,1,326960,4406564,East
164,1,326991,4406766,East
165,1,327004,4406849,East
166,1,327011,4406894,East
167,1,327018,4406935,East
168,1,327025,4406974,East
169,1,327032,4407011,East
170,1,327036,4407033,East
171,1,327040,4407056,East
172,1,327048,4407105,East
173,1,327056,4407159,East
174,1,327071,4407267,East
175,1,327078,4407313,East
176,1,327085,4407361,East
177,1,327092,4407403,East
178,1,327097,4407428,East
179,1,327102,4407452,East
180,1,327107,4407475,East
181,1,327112,4407498,East
182,1,327117,4407519,East
183,1,327122,4407540,East
184,1,327128,4407560,East
185,1,327134,4407580,East
186,1,327139,4407596,East
187,1,327144,4407613,East
188,1,327150,4407629,East
189,1,327156,4407645,East
190,1,327162,4407661,East
191,1,327169,4407678,East
192,1,327175,4407694,East
193,1,327182,4407710,East
194,1,327190,4407726,East
195,1,327197,4407742,East
196,1,327205,4407758,East
197,1,327213,4407774,East
198,1,327222,4407790,East
199,1,327230,4407806,East
200,1,327239,4407822,East
201,1,327248,4407838,East
202,1,327258,4407854,East
203,1,327268,4407870,East
204,1,327278,4407886,East
205,1,327288,4407902,East
206,1,327299,4407918,East
207,1,327310,4407935,East
208,1,327321,4407951,East
209,1,327332,4407967,East
210,1,327344,4407983,East
211,1,327356,4407999,East
212,1,327369,4408015,East
213,1,327382,4408032,East
214,1,327395,4408048,East
215,1,327408,4408065,East
216,1,327422,4408081,East
217,1,327436,4408098,East
218,1,327459,4408124,East
219,1,327483,4408151,East
220,1,327508,4408179,East
221,1,327535,4408206,East
222,1,327562,4408234,East
223,1,327591,4408263,East
224,1,327620,4408293,East
225,1,327652,4408324,East
226,1,327679,4408349,East
227,1,327707,4408376,East
228,1,327737,4408403,East
229,1,327769,4408433,East
230,1,327829,4408488,East
231,1,327975,4408620,East
232,1,328014,4408657,East
233,1,328050,4408689,East
234,1,328087,4408724,East
235,1,328121,4408757,East
236,1,328154,4408788,East
237,1,328185,4408819,East
238,1,328217,4408851,East
239,1,328247,4408882,East
240,1,328276,4408912,East
241,1,328303,4408942,East
242,1,328330,4408972,East
243,1,328355,4409001,East
244,1,328380,4409030,East
245,1,328403,4409058,East
246,1,328436,4409101,East
247,1,328475,4409152,East
248,1,328520,4409212,East
249,1,328571,4409281,East
250,1,328623,4409352,East
251,1,328683,4409434,East
252,1,328886,4409714,East
253,1,328954,4409808,East
254,1,328988,4409855,East
255,1,329017,4409894,East
256,1,329043,4409928,East
257,1,329065,4409957,East
258,1,329088,4409988,East
259,1,329098,4410000,East
260,1,329106,4410009,East
261,1,329113,4410017,East
262,1,329118,4410022,East
263,1,329122,4410026,East
264,1,329123,4410027,East
265,1,329124,4410027,East
266,1,329125,4410027,East
267,1,329125,4410026,East
268,1,329125,4410025,East
269,1,329125,4410023,East
270,1,329123,4410018,East
271,1,329120,4410011,East
272,1,329115,4410002,East
273,1,329109,4409991,East
274,1,329092,4409961,East
275,1,329084,4409947,East
276,2,328231,4406318,East
277,2,328255,4406393,East
278,2,328279,4406469,East
279,2,328304,4406545,East
280,2,328329,4406620,East
281,2,328354,4406696,East
282,2,328380,4406771,East
283,2,328406,4406846,East
284,2,328433,4406921,East
285,2,328441,4406944,East
286,2,328450,4406967,East
287,2,328459,4406992,East
288,2,328470,4407018,East
289,2,328491,4407071,East
290,2,328534,4407171,East
291,2,328551,4407213,East
292,2,328569,4407257,East
293,2,328584,4407296,East
294,2,328592,4407319,East
295,2,328600,4407341,East
296,2,328608,4407363,East
297,2,328615,4407384,East
298,2,328622,4407404,East
299,2,328628,4407425,East
300,2,328633,4407444,East
301,2,328638,4407464,East
302,2,328646,4407492,East
303,2,328652,4407520,East
304,2,328659,4407549,East
305,2,328665,4407579,East
306,2,328671,4407609,East
307,2,328677,4407639,East
308,2,328682,4407669,East
309,2,328687,4407701,East
310,2,328692,4407732,East
311,2,328697,4407764,East
312,2,328701,4407797,East
313,2,328705,4407830,East
314,2,328709,4407863,East
315,2,328713,4407898,East
316,2,328716,4407932,East
317,2,328719,4407968,East
318,2,328720,4407983,East
319,2,328721,4407999,East
320,2,328721,4408016,East
321,2,328721,4408035,East
322,2,328720,4408052,East
323,2,328720,4408071,East
324,2,328716,4408140,East
325,2,328715,4408167,East
326,2,328714,4408196,East
327,2,328714,4408209,East
328,2,328714,4408221,East
329,2,328715,4408236,East
330,2,328716,4408250,East
331,2,328717,4408263,East
332,2,328719,4408276,East
333,2,328721,4408288,East
334,2,328723,4408300,East
335,2,328726,4408311,East
336,2,328729,4408322,East
337,2,328732,4408332,East
338,2,328735,4408341,East
339,2,328739,4408350,East
340,2,328743,4408360,East
341,2,328747,4408369,East
342,2,328752,4408378,East
343,2,328757,4408387,East
344,2,328762,4408396,East
345,2,328768,4408406,East
346,2,328774,4408415,East
347,2,328780,4408424,East
348,2,328787,4408434,East
349,2,328794,4408443,East
350,2,328802,4408452,East
351,2,328810,4408462,East
352,2,328818,4408471,East
353,2,328832,4408487,East
354,2,328848,4408503,East
355,2,328864,4408520,East
356,2,328883,4408537,East
357,2,328900,4408552,East
358,2,328918,4408569,East
359,2,328981,4408624,East
360,2,329003,4408644,East
361,2,329025,4408664,East
362,2,329044,4408682,East
363,2,329063,4408700,East
364,2,329080,4408718,East
365,2,329095,4408735,East
366,2,329110,4408752,East
367,2,329147,4408797,East
368,2,329183,4408843,East
369,2,329220,4408888,East
370,2,329256,4408935,East
371,2,329292,4408981,East
372,2,329327,4409028,East
373,2,329362,4409075,East
374,2,329397,4409122,East
375,2,329432,4409169,East
376,2,329466,4409217,East
377,2,329499,4409265,East
378,2,329533,4409313,East
379,2,329566,4409362,East
380,2,329599,4409411,East
381,2,329631,4409460,East
382,2,329663,4409509,East
383,3,327808,4407425,East
384,3,327809,4407458,East
385,3,327810,4407491,East
386,3,327812,4407524,East
387,3,327814,4407557,East
388,3,327817,4407589,East
389,3,327821,4407621,East
390,3,327825,4407653,East
391,3,327830,4407684,East
392,3,327836,4407716,East
393,3,327842,4407747,East
394,3,327849,4407778,East
395,3,327856,4407809,East
396,3,327865,4407839,East
397,3,327873,4407869,East
398,3,327883,4407899,East
399,3,327893,4407929,East
400,3,327902,4407952,East
401,3,327911,4407975,East
402,3,327921,4407999,East
403,3,327932,4408023,East
404,3,327943,4408047,East
405,3,327956,4408071,East
406,3,327969,4408096,East
407,3,327983,4408122,East
408,3,327998,4408147,East
409,3,328013,4408173,East
410,3,328030,4408201,East
411,3,328048,4408229,East
412,3,328067,4408258,East
413,3,328088,4408290,East
414,3,328111,4408325,East
415,3,328145,4408374,East
416,3,328164,4408403,East
417,3,328223,4408490,East
418,3,328241,4408517,East
419,3,328258,4408542,East
420,3,328277,4408569,East
421,3,328296,4408593,East
422,3,328313,4408616,East
423,3,328330,4408638,East
424,3,328349,4408660,East
425,3,328367,4408681,East
426,3,328385,4408701,East
427,3,328404,4408720,East
428,3,328413,4408728,East
429,3,328422,4408737,East
430,3,328431,4408745,East
431,3,328440,4408753,East
432,3,328449,4408761,East
433,3,328458,4408769,East
434,3,328467,4408776,East
435,3,328477,4408783,East
436,3,328486,4408790,East
437,3,328497,4408797,East
438,3,328508,4408803,East
439,3,328519,4408810,East
440,3,328531,4408816,East
441,3,328544,4408822,East
442,3,328558,4408828,East
443,3,328572,4408834,East
444,3,328584,4408839,East
445,3,328597,4408843,East
446,3,328611,4408848,East
447,3,328625,4408853,East
448,3,328653,4408862,East
449,3,328720,4408882,East
450,3,328738,4408888,East
451,3,328754,4408893,East
452,3,328771,4408899,East
453,3,328786,4408905,East
454,3,328801,4408911,East
455,3,328814,4408916,East
456,3,328828,4408923,East
457,3,328841,4408930,East
458,3,328853,4408937,East
459,3,328865,4408944,East
460,3,328876,4408951,East
461,3,328886,4408959,East
462,3,328895,4408967,East
463,3,328904,4408975,East
464,3,328912,4408983,East
465,3,328919,4408991,East
466,3,328926,4409000,East
467,3,328933,4409009,East
468,3,328940,4409018,East
469,3,328947,4409027,East
470,3,328953,4409037,East
471,3,328959,4409048,East
472,3,328966,4409059,East
473,3,328971,4409070,East
474,3,328977,4409081,East
475,3,328983,4409093,East
476,3,328988,4409106,East
477,3,328993,4409119,East
478,3,328998,4409132,East
479,3,329003,4409146,East
480,3,329011,4409168,East
481,3,329018,4409193,East
482,3,329026,4409218,East
483,3,329033,4409246,East
484,3,329039,4409273,East
485,3,329046,4409302,East
486,3,329068,4409408,East
487,3,329077,4409450,East
488,3,329083,4409472,East
489,3,329088,4409493,East
490,3,329093,4409512,East
491,3,329098,4409531,East
492,3,329109,4409570,East
493,3,329120,4409609,East
494,3,329131,4409649,East
495,3,329142,4409688,East
496,3,329152,4409728,East
497,3,329162,4409767,East
498,3,329172,4409807,East
499,3,329181,4409847,East
500,4,328751,4406985,East
501,4,328751,4407019,East
502,4,328751,4407052,East
503,4,328751,4407085,East
504,4,328751,4407119,East
505,4,328752,4407152,East
506,4,328754,4407185,East
507,4,328755,4407218,East
508,4,328757,4407251,East
509,4,328759,4407284,East
510,4,328762,4407317,East
511,4,328764,4407350,East
512,4,328768,4407383,East
513,4,328771,4407416,East
514,4,328775,4407449,East
515,4,328779,4407482,East
516,4,328783,4407515,East
517,4,328790,4407562,East
518,4,328797,4407608,East
519,4,328805,4407652,East
520,4,328812,4407695,East
521,4,328821,4407736,East
522,4,328829,4407776,East
523,4,328838,4407815,East
524,4,328848,4407853,East
525,4,328858,4407893,East
526,4,328869,4407933,East
527,4,328881,4407972,East
528,4,328893,4408012,East
529,4,328906,4408051,East
530,4,328920,4408090,East
531,4,328934,4408129,East
532,4,328949,4408167,East
533,4,328964,4408206,East
534,4,328980,4408244,East
535,4,328997,4408282,East
536,4,329014,4408320,East
537,4,329032,4408358,East
538,4,329050,4408396,East
539,4,329069,4408433,East
540,4,329089,4408470,East
541,5,325985,4410049,West
542,5,326002,4410017,West
543,5,326020,4409986,West
544,5,326038,4409954,West
545,5,326056,4409923,West
546,5,326074,4409893,West
547,5,326093,4409862,West
548,5,326112,4409832,West
549,5,326131,4409802,West
550,5,326150,4409772,West
551,5,326170,4409743,West
552,5,326190,4409714,West
553,5,326210,4409685,West
554,5,326231,4409656,West
555,5,326251,4409628,West
556,5,326272,4409600,West
557,5,326294,4409572,West
558,5,326315,4409544,West
559,5,326337,4409517,West
560,5,326359,4409490,West
561,5,326381,4409463,West
562,5,326404,4409437,West
563,5,326427,4409411,West
564,5,326450,4409385,West
565,5,326473,4409359,West
566,5,326497,4409334,West
567,5,326521,4409309,West
568,5,326545,4409284,West
569,5,326570,4409259,West
570,5,326594,4409235,West
571,5,326619,4409211,West
572,5,326645,4409187,West
573,5,326670,4409163,West
574,5,326690,4409146,West
575,5,326710,4409128,West
576,5,326731,4409110,West
577,5,326752,4409092,West
578,5,326775,4409074,West
579,5,326798,4409055,West
580,5,326822,4409036,West
581,5,326847,4409017,East
582,5,326872,4408998,East
583,5,326897,4408979,East
584,5,326924,4408959,East
585,5,326953,4408938,East
586,5,327014,4408895,East
587,5,327120,4408820,East
588,5,327233,4408740,East
589,5,327273,4408712,East
590,5,327310,4408686,East
591,5,327347,4408662,East
592,5,327381,4408638,East
593,5,327414,4408616,East
594,5,327446,4408595,East
595,5,327479,4408575,East
596,5,327510,4408555,East
597,5,327541,4408536,East
598,5,327572,4408518,East
599,5,327602,4408500,East
600,5,327631,4408484,East
601,5,327660,4408468,East
602,5,327689,4408453,East
603,5,327733,4408430,East
604,5,327777,4408408,East
605,5,327821,4408387,East
606,5,327866,4408366,East
607,5,327911,4408346,East
608,5,327956,4408327,East
609,5,328001,4408308,East
610,5,328047,4408290,East
611,5,328093,4408272,East
612,5,328140,4408255,East
613,5,328186,4408239,East
614,5,328233,4408223,East
615,5,328280,4408208,East
616,5,328328,4408194,East
617,5,328375,4408180,East
618,5,328423,4408166,East
619,5,328472,4408154,East
620,5,328520,4408142,East
621,5,328569,4408130,East
622,5,328618,4408120,East
623,5,328667,4408109,East
624,5,328717,4408100,East
625,5,328767,4408091,East
626,5,328817,4408083,East
627,5,328868,4408075,East
628,5,328918,4408068,East
629,5,328969,4408061,East
630,5,329021,4408055,East
631,5,329072,4408050,East
632,5,329124,4408046,East
633,5,329176,4408042,East
634,5,329228,4408038,East
635,6,324905,4405752,West
636,6,324924,4405778,West
637,6,324943,4405804,West
638,6,324962,4405830,West
639,6,324981,4405857,West
640,6,324999,4405883,West
641,6,325017,4405909,West
642,6,325035,4405936,West
643,6,325053,4405963,West
644,6,325070,4405989,West
645,6,325088,4406016,West
646,6,325105,4406043,West
647,6,325122,4406070,West
648,6,325138,4406097,West
649,6,325155,4406124,West
650,6,325171,4406151,West
651,6,325187,4406179,West
652,6,325203,4406206,West
653,6,325218,4406234,West
654,6,325234,4406261,West
655,6,325249,4406289,West
656,6,325264,4406317,West
657,6,325279,4406345,West
658,6,325293,4406373,West
659,6,325308,4406401,West
660,6,325322,4406429,West
661,6,325336,4406457,West
662,6,325349,4406486,West
663,6,325363,4406514,West
664,6,325376,4406543,West
665,6,325389,4406571,West
666,6,325402,4406600,West
667,6,325415,4406629,West
668,6,325432,4406669,West
669,6,325448,4406710,West
670,6,325465,4406752,West
671,6,325481,4406796,West
672,6,325497,4406841,West
673,6,325513,4406887,West
674,6,325528,4406935,West
675,6,325544,4406985,West
676,6,325558,4407032,West
677,6,325573,4407082,West
678,6,325588,4407134,West
679,6,325603,4407190,West
680,6,325616,4407239,West
681,6,325631,4407293,West
682,6,325680,4407480,West
683,6,325699,4407553,West
684,6,325731,4407674,West
685,6,325754,4407759,West
686,6,325774,4407837,West
687,6,325792,4407908,West
688,6,325809,4407978,West
689,6,325825,4408043,West
690,6,325840,4408106,West
691,6,325854,4408167,West
692,6,325867,4408228,West
693,6,325880,4408288,West
694,6,325891,4408346,West
695,6,325902,4408403,West
696,6,325911,4408458,West
697,6,325920,4408512,West
698,6,325928,4408566,West
699,6,325936,4408619,West
700,6,325945,4408688,West
701,6,325953,4408758,West
702,6,325960,4408828,West
703,6,325966,4408897,West
704,6,325972,4408967,West
705,6,325977,4409037,West
706,6,325981,4409108,West
707,6,325984,4409178,West
708,6,325987,4409248,West
709,6,325989,4409319,West
710,6,325990,4409389,West
711,6,325990,4409460,West
712,6,325989,4409531,West
713,6,325988,4409602,West
714,6,325986,4409673,West
715,6,325983,4409744,West
716,7,326990,4411094,East
717,7,326998,4411065,East
718,7,327005,4411036,East
719,7,327013,4411007,East
720,7,327020,4410979,East
721,7,327027,4410950,East
722,7,327033,4410921,East
723,7,327039,4410893,East
724,7,327045,4410865,East
725,7,327051,4410837,East
726,7,327056,4410808,East
727,7,327061,4410780,East
728,7,327066,4410752,East
729,7,327071,4410725,East
730,7,327075,4410697,East
731,7,327079,4410669,East
732,7,327083,4410642,East
733,7,327086,4410614,East
734,7,327089,4410587,East
735,7,327092,4410560,East
736,7,327095,4410533,East
737,7,327097,4410506,East
738,7,327099,4410479,East
739,7,327101,4410452,East
740,7,327102,4410425,East
741,7,327104,4410398,East
742,7,327104,4410372,East
743,7,327105,4410345,East
744,7,327105,4410319,East
745,7,327105,4410293,East
746,7,327105,4410267,East
747,7,327105,4410241,East
748,7,327104,4410215,East
749,7,327103,4410189,East
750,7,327102,4410163,East
751,7,327100,4410137,East
752,7,327098,4410112,East
753,7,327096,4410086,East
754,7,327093,4410061,East
755,7,327091,4410036,East
756,7,327088,4410011,East
757,7,327084,4409985,East
758,7,327081,4409960,East
759,7,327077,4409936,East
760,7,327073,4409911,East
761,7,327068,4409886,East
762,7,327063,4409862,East
763,7,327059,4409837,East
764,7,327053,4409813,East
765,7,327048,4409788,East
766,7,327042,4409764,East
767,7,327036,4409740,East
768,7,327029,4409716,East
769,7,327023,4409692,East
770,7,327016,4409668,East
771,7,327008,4409645,East
772,7,327001,4409621,East
773,7,326993,4409598,East
774,7,326985,4409574,East
775,7,326977,4409551,East
776,7,326968,4409528,East
777,7,326959,4409505,East
778,7,326950,4409482,East
779,7,326940,4409459,East
780,7,326931,4409436,East
781,7,326925,4409424,East
782,7,326919,4409411,East
783,7,326913,4409399,East
784,7,326907,4409387,East
785,7,326900,4409374,East
786,7,326893,4409362,East
787,7,326886,4409350,East
788,7,326878,4409337,East
789,7,326870,4409324,East
790,7,326862,4409312,East
791,7,326853,4409299,East
792,7,326844,4409286,West
793,7,326835,4409273,West
794,7,326825,4409260,West
795,7,326814,4409246,West
796,7,326804,4409233,West
797,7,326786,4409210,West
798,7,326766,4409187,West
799,7,326746,4409163,West
800,7,326723,4409137,West
801,7,326703,4409115,West
802,7,326680,4409090,West
803,7,326604,4409008,West
804,7,326576,4408978,West
805,7,326548,4408948,West
806,7,326524,4408920,West
807,7,326500,4408892,West
808,7,326477,4408865,West
809,7,326456,4408838,West
810,7,326437,4408813,West
811,7,326428,4408800,West
812,7,326419,4408788,West
813,7,326410,4408775,West
814,7,326402,4408763,West
815,7,326394,4408750,West
816,7,326386,4408738,West
817,7,326379,4408726,West
818,7,326372,4408714,West
819,7,326365,4408702,West
820,7,326359,4408690,West
821,7,326353,4408678,West
822,7,326347,4408666,West
823,7,326341,4408654,West
824,7,326336,4408642,West
825,7,326331,4408630,West
826,7,326327,4408619,West
827,7,326319,4408597,West
828,7,326311,4408576,West
829,7,326304,4408553,West
830,7,326297,4408531,West
831,7,326291,4408508,West
832,7,326285,4408484,West
833,7,326279,4408461,West
834,7,326274,4408436,West
835,7,326269,4408411,West
836,7,326265,4408386,West
837,7,326261,4408360,West
838,7,326257,4408334,West
839,7,326254,4408307,West
840,7,326250,4408279,West
841,7,326248,4408250,West
842,7,326245,4408221,West
843,7,326243,4408195,West
844,7,326242,4408168,West
845,7,326240,4408141,West
846,7,326239,4408113,West
847,7,326238,4408084,West
848,7,326238,4408054,West
849,7,326237,4408023,West
850,7,326237,4407990,West
851,7,326237,4407941,West
852,7,326238,4407886,West
853,7,326239,4407825,West
854,7,326243,4407646,West
855,7,326243,4407590,West
856,7,326244,4407541,West
857,7,326244,4407502,West
858,7,326244,4407463,West
859,7,326245,4407423,West
860,7,326246,4407383,West
861,7,326248,4407343,West
862,7,326250,4407303,West
863,7,326252,4407261,West
864,7,326255,4407220,West
865,7,326257,4407178,West
866,7,326261,4407135,West
867,7,326264,4407092,West
868,7,326268,4407049,West
869,7,326272,4407005,West
870,7,326277,4406960,West
871,7,326282,4406914,West
872,7,326287,4406868,West
873,7,326293,4406823,West
874,7,326298,4406777,West
875,7,326304,4406730,West
876,7,326311,4406683,West
877,7,326318,4406634,West
878,7,326325,4406584,West
879,7,326333,4406533,West
880,7,326341,4406480,West
881,7,326358,4406374,West
882,7,326377,4406257,West
883,7,326399,4406130,West
884,7,326433,4405930,West
885,7,326450,4405834,West
886,7,326467,4405739,West
887,7,326486,4405644,West
888,7,326504,4405548,West
889,7,326523,4405453,West
890,7,326543,4405358,West
891,7,326564,4405263,West
892,7,326585,4405169,West
893,7,326607,4405074,West
894,7,326629,4404979,West
895,7,326652,4404885,West
896,7,326676,4404790,West
897,7,326700,4404696,West
898,7,326725,4404602,West
899,7,326751,4404508,West
900,7,326777,4404414,West
901,8,324920,4406417,West
902,8,324971,4406462,West
903,8,325022,4406508,West
904,8,325072,4406553,West
905,8,325121,4406600,West
906,8,325170,4406647,West
907,8,325219,4406694,West
908,8,325266,4406742,West
909,8,325314,4406790,West
910,8,325361,4406839,West
911,8,325407,4406888,West
912,8,325452,4406938,West
913,8,325497,4406988,West
914,8,325542,4407038,West
915,8,325586,4407089,West
916,8,325629,4407141,West
917,8,325672,4407193,West
918,8,325693,4407219,West
919,8,325715,4407247,West
920,8,325737,4407275,West
921,8,325759,4407303,West
922,8,325782,4407333,West
923,8,325804,4407364,West
924,8,325828,4407396,West
925,8,325852,4407429,West
926,8,325898,4407493,West
927,8,325949,4407566,West
928,8,325999,4407638,West
929,8,326108,4407797,West
930,8,326137,4407840,West
931,8,326167,4407885,West
932,8,326198,4407932,West
933,8,326231,4407983,West
934,8,326264,4408033,West
935,8,326299,4408089,West
936,8,326435,4408303,West
937,8,326493,4408394,West
938,8,326525,4408443,West
939,8,326555,4408489,West
