,OptimMethod,ScenarioNum,SimulationShiftType,DatNormMethod,ExplorationRate,ErrorType,LocalWeightsMode,ErrorNorm,ExplorationStage,AcceptProbType,cubesize,ConstNormFactor,GlobalMoveEachDir,XYZ_Axes_StepStd,Dip_StepStd,Slip_StepStd,localWeightRadiusMult,DipDirection_StepStd,SlipParam,SteppingSizeMult,MaxFaultMarkerError,AmplitudeRatioChange,AzimuthMoveEachDirection,AxisRatioChange,DipMoveEachDirection,StartUpdateLocalWeight,nExploreRuns,MO_WeightingMethod,nruns,AcceptanceGoal,Eta,IndMatingProb,IndMutatingProb,InitialTemperature,MCMC_SwitchWeightFreq,MO_SwitchWeightFreq,MatingMethodGlobal,MatingMethodLocal,MatingSwapProb,MatingSwapRange,MutatingMethod,PbMutateParameter,ReductionRate,SelectionMethod,TournamentSize,UpdateLocalWeightsFreqRuleBased,npop,thread_num,OutputImageFreq,Toy,verbose,BaseFolder,GeneralPerturbStrategy,ControlPointMovementUnits,errCalcMethodFaultMarker,DataTypes,JoinType,xy_extent,xy_origin,DatNormCoef,graniteIdx,Windows,ngen,LocalWeightsMethod,MinMismatch,Grav,Mag,Tracer,GT,FaultMarkers
2812,Annealing,17,Median Datum Shift,Given,None,Local,Many,Lhalf,Explore,Annealing,150,,779.3534452000486,114.35388427293043,6.81305491237134,66.86698447121826,1.4895920331492045,4.124468420821259,0.20253660880213117,,525.8849712765355,0.2480945325152354,4.968770545603917,0.053313274337956185,33.87799065587377,52.0,67.0,Equal,3829,,,,,0.00208965185436846,,,,,,,,,0.9685693444493563,,,39.0,,2819,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.7933972864899832,0.9647170262738249,0.6288307566360836,0.6875,0.5178866174562625,1.1680520320837453
2813,MCMC,16,Median Datum Shift,Given,None,Local,Once,Lhalf,Explore,Const diff,150,0.00335280531449177,890.0685620154698,132.49091877218746,6.182794087081101,70.73128032959586,2.0260245533454526,2.6832133883663216,0.19694948755585756,,525.1141654487286,0.12084352180940788,3.5634624278973748,0.23599187355279772,35.380191508115715,57.0,56.0,Equal,3027,,,,,,,,,,,,,,,,,,,2820,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.6415907041877874,0.9241394635631314,0.5459883719823044,0.4375,0.4491284292595311,0.8511972561339707
2814,GA,15,Median Datum Shift,Given,,Local,Once,L1,,,150,,444.1055534762306,108.96069302825956,2.179372744830938,88.1000054694044,1.9233153572787811,5.698179195907681,0.16090608355723637,,525.4884298786267,0.16267708514995605,9.161630986931417,0.19644977855438112,39.64709649266827,,,Equal,2303,,,0.8222708887826625,0.3503038260410617,,,,,cxLocalErrorPropExchange,,,mutGaussian,0.18968280850626715,,selTournament,9.0,,36.0,2821,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,63.0,RuleBased,0.5844000584252989,0.9080386330643391,0.5292441990824752,0.125,0.5152481931145162,0.8444692668651637
2815,NSGA,17,Median Datum Shift,Given,,Global,,Lhalf,,,150,,625.9255079630616,123.86659561774852,2.1333023840899235,71.62373112094318,,2.0232335131184422,0.183732592440359,,525.6969896756545,0.1369790535312258,5.980439466676744,0.2369534682007329,32.16436889305878,,,,3088,,,,0.30465261264461607,,,,cxTwoPoint,,,,mutUniformFloat,0.10658735215960802,,,,,54.0,2822,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,57.0,,0.927829534166419,0.915552040995646,0.5320294990078814,0.75,1.2173779622345242,1.2241881685940434
2816,Annealing,17,Median Datum Shift,MedianInitialRounds,LinearErrorBased,Global,,L2,Explore,Annealing,150,,775.7290706446595,129.65646086738784,5.104358510090776,59.7892088945258,,7.73362067727202,0.09689931971703275,1.4133448845112844,525.5074816062757,0.24927428780642968,8.960249777268999,0.19322892614610027,33.69875713503835,,66.0,Equal,2776,,,,,0.024461412389971557,,,,,,,,,0.9517557100064751,,,,,2823,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.654570050021674,0.887456434744949,0.5409253194356346,0.375,0.5258022425348746,0.943666253392912
2817,MCMC,16,Median Datum Shift,MedianInitialRounds,None,Global,,L1,Explore,Track Acceptance,150,0.014493295150362542,341.1831058293854,132.6446552429058,3.5487319921925935,71.29299027111804,,2.748659142630058,0.1609598087973655,,525.1129313670715,0.09906654824812891,5.399860497720792,0.22423372046231682,37.23907061921457,,61.0,Equal,2067,0.1657518800261516,,,,,,,,,,,,,,,,,,2824,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.8233494908748085,0.9969116395007476,0.5446830964947077,0.75,0.5208561483996076,1.3042965699789804
2818,GA,12,Median Datum Shift,Given,,Global,,L2,,,150,,634.0495494882605,130.1040770409199,2.7417290098829756,36.17391306223948,,5.295755261802369,0.09875596924469761,,525.7415636556796,0.14662018790560666,9.052928107442826,0.18559152517294053,33.1710467732148,,,Equal,2363,,,0.9584548509891517,0.23842003963386682,,,,cxTwoPoint,,,,mutUniformFloat,0.17489832149338172,,selTournament,9.0,,80.0,2825,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,29.0,,0.7919551768602924,0.9676275276412827,0.5414874742317979,0.75,0.34279311941778534,1.357867763010596
2819,NSGA,11,Median Datum Shift,Given,,Local,Once,L1,,,150,,308.8544998271608,95.33786257285783,6.686323838683811,85.9758927560602,2.06856378624323,8.705428989333353,0.17892573788255195,,525.4910434290337,0.12634978733981386,4.12643427364555,0.02082670345882047,39.64987126803781,,,,2319,,,,0.37838079873193736,,,,,cxOnePointLocal,,,mutUniformFloat,0.14127019337151284,,,,,59.0,2826,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,39.0,RuleBased,0.8678475986264159,0.8849823963383646,0.5957467027744637,0.8125,0.5003418800230796,1.5456670139961715
2820,Annealing,12,Median Datum Shift,MedianInitialRounds,None,Local,Once,L1,Explore,Annealing,150,,603.6766994648112,89.46904411431042,3.134120258327012,67.8119417577295,2.298198856187474,4.265896599545199,0.15943012029553566,,525.0691101548778,0.23630955798049463,3.945120020381574,0.03424014003351129,27.916441771459425,60.0,49.0,Proportions,3475,,,,,0.011005659204400383,,,,,,,,,0.9688404289173558,,,,,2827,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.7694362070426098,0.8601176464033774,0.5332116462006724,0.625,0.43352525372361034,1.3953264888853887
2821,MCMC,15,Median Datum Shift,Given,None,Global,,L1,Explore,Track Acceptance,150,0.00781160853887964,648.176480742953,83.76243326166069,2.51244892236212,69.27093263499108,,8.68626583081561,0.1583158682684423,,525.5824613264887,0.16734116080164396,7.760856874146123,0.2182402093935924,26.42692130601973,,66.0,Proportions,2440,0.088567460265454,,,,,,,,,,,,,,,,,,2828,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.6941860580350206,1.0803443271810411,0.6806201128974109,0.125,0.5238272459748238,1.0611386041218274
2822,GA,20,Median Datum Shift,MedianInitialRounds,,Local,Many,Lhalf,,,150,,428.23038988578037,147.2144655009918,2.51381911876405,71.4659777231964,1.7931444804341652,6.958452378731943,0.10146826265232695,,525.3472890706041,0.2499061613875972,6.671399854065072,0.2091142590104068,36.585080001391816,,,Proportions,2756,,,0.9305709083485177,0.3521620932565016,,,,,cxTwoPointLocal,,,mutUniformFloat,0.1475948501255831,,selTournament,7.0,,49.0,2829,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,56.0,RuleBased,0.6059457357337965,1.1190472965300622,0.6958361060839087,0.125,0.3356980274962133,0.7541472485587987
2823,NSGA,14,Median Datum Shift,MedianInitialRounds,,Global,,L1,,,150,,721.0305576047386,135.99481177432034,5.869589989303295,60.04148133163279,,8.626266845056358,0.17448064144565573,,525.2907288510952,0.1754465628775575,8.509109475847936,0.10445039819718929,37.16608954494194,,,,2514,,87.40786462016874,,0.33183774245623227,,,,cxOnePoint,,,,mutPolynomialBounded,0.17505642492425927,,,,,67.0,2830,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,37.0,,0.8753068759464406,0.9666441612215948,0.5415147093095709,0.625,0.6530980813120081,1.5902774278890297
2824,Annealing,21,Median Datum Shift,MedianInitialRounds,None,Global,,L1,Explore,Annealing,150,,709.2867291159209,87.04691139087146,4.014185524821062,74.04342419636308,,5.545906915599188,0.1308867576287169,,525.680628294077,0.1697769806532915,4.790679109151856,0.2265316577944409,28.020675026076734,,55.0,Proportions,3259,,,,,0.007755009784908106,,,,,,,,,0.966919825455878,,,,,2831,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.6820209309450187,0.8646820940787106,0.5476668056809118,0.0625,0.7740472681383894,1.1612084868270813
2825,MCMC,17,Median Datum Shift,Given,None,Global,,L2,Explore,Track Acceptance,150,0.00434372625539886,614.6694152437474,110.18060205708949,6.107676767261373,73.59737545329774,,8.024469588794648,0.1871169725549641,,525.5745386840742,0.12848290007818525,9.371489566850682,0.05661768260115718,31.040822617200703,,42.0,Proportions,3087,0.1740508267905487,,,,,,,,,,,,,,,,,,2832,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.6242167550299479,0.9235222912186416,0.5496937468772206,0.125,0.42413692790076163,1.0987308091531156
2826,GA,15,Median Datum Shift,Given,,Local,Many,Lhalf,,,150,,677.5634617342696,126.81984202791469,5.389681351582951,62.38959558249077,1.3221325307514444,2.98503663362896,0.17801241760565134,,525.857822340573,0.07395777997918668,7.937959698061434,0.19261925114729966,35.042661084671494,,,Proportions,2778,,98.67741359530504,0.7904028329415572,0.3771922968558023,,,,,cxTwoPointLocal,,,mutPolynomialBounded,0.23621464590745858,,selTournament,4.0,,29.0,2833,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,95.0,RuleBased,0.6336064176637038,0.8869240597048794,0.542596849285463,0.0625,0.6957265454946873,0.9802846338334895
2827,NSGA,16,Median Datum Shift,MedianInitialRounds,,Global,,Lhalf,,,150,,656.772960355292,117.56451823016809,2.8994509124507246,77.24365851947766,,7.04341541755593,0.1481315235400815,,525.3742786003966,0.1878237075970407,3.9986156065673515,0.043214647933807096,28.019652122060425,,,,3819,,,,0.23154971682021266,,,,cxOnePoint,,,,mutUniformFloat,0.18583139416370603,,,,,72.0,2834,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,53.0,,0.7896243904537302,0.967379962694942,0.5441013577477931,0.625,0.6207858503245197,1.1908547815013961
2828,Annealing,15,Median Datum Shift,Given,LinearErrorBased,Local,Many,L1,Explore,Annealing,150,,367.85038790720193,120.02226784934358,6.2549969879189415,57.05830454815447,1.708138921943134,3.411167221948161,0.13704438916776568,1.2554940827327523,525.5396679224702,0.22474424945067112,6.064582626405477,0.20840185756272545,37.08284848829617,49.0,64.0,Equal,3517,,,,,0.003277356011551933,,,,,,,,,0.9809536079907559,,,57.0,,2835,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.6388827582896269,0.8561756251833663,0.5286280248587721,0.125,0.37203976113600495,1.3125703802699913
2829,MCMC,15,Median Datum Shift,Given,LinearErrorBased,Local,Once,Lhalf,Explore,Const diff,150,0.004910138240313786,510.12735412214874,99.79492109030606,4.890789995839115,48.59431808518662,1.120333417195143,6.62084678795151,0.20184681461002407,1.0094862695428288,525.5189433998622,0.20951549176235634,9.44472236672771,0.10742839836302229,38.39592197915135,59.0,43.0,Equal,3320,,,,,,,,,,,,,,,,,,,2836,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.7117436580494217,0.9386896681509281,0.5743202496172161,0.5625,0.4759737242818216,1.0072346481971428
2830,GA,17,Median Datum Shift,Given,,Global,,Lhalf,,,150,,661.749116515241,113.94848273764025,2.3727020135352337,37.55379983101334,,7.129770107896172,0.20653870288891993,,525.6564494868536,0.07883950503304074,9.191389497240532,0.0393115753492938,26.00753250114372,,,Proportions,2494,,107.99756988676083,0.7623572520361225,0.3253682693407016,,,,cxOnePoint,,,,mutPolynomialBounded,0.11203140692124786,,selTournament,7.0,,29.0,2837,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,86.0,,0.5691858101834191,0.9388394216742635,0.5586492427311176,0.1875,0.4357771517745235,0.7251632347371906
2831,NSGA,19,Median Datum Shift,MedianInitialRounds,,Global,,Lhalf,,,150,,497.60091139218986,73.54321402899691,4.813338674226091,80.44656245676182,,5.655506862859528,0.20211989983536077,,525.2279888613191,0.1810902089611781,4.432353974456076,0.10782283172337928,29.02683213913079,,,,2721,,,,0.24641062917093606,,,,cxUniform,,0.5888933838493429,,mutGaussian,0.11189958515398109,,,,,80.0,2838,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,34.0,,0.8375865500086401,1.160678538427625,0.561932302652273,0.625,0.8399418618110787,1.000380047152224
2832,Annealing,21,Median Datum Shift,MedianInitialRounds,LinearErrorBased,Global,,Lhalf,Explore,Annealing,150,,702.9233041585394,124.1257149155889,4.441733533401598,73.80053283192967,,3.0514984983800053,0.14337747671376064,0.9254864287444318,525.496495438828,0.10648131691932446,8.296149744664998,0.17776492866040594,31.35635236635283,,41.0,Equal,2292,,,,,0.01965128503960735,,,,,,,,,0.9852076377428731,,,,,2839,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.6707612902076686,0.9416840099036639,0.5432828033547824,0.375,0.4230071950273517,1.070832442752545
2833,MCMC,20,Median Datum Shift,Given,None,Local,Many,Lhalf,Explore,Const diff,150,0.009267143885289594,762.3168683400472,133.05326719470688,4.5298140476869,50.02551108191189,1.5652480392913324,2.7911806860469337,0.14376661675057406,,525.3912205969261,0.11904149506355957,9.486098710224738,0.06392439322708794,37.02806068887645,50.0,53.0,Proportions,3157,,,,,,,,,,,,,,,,,59.0,,2840,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.5818171592951901,0.8903603745076288,0.5435570847456472,0.1875,0.5048683538123382,0.7827999834103361
2834,GA,11,Median Datum Shift,MedianInitialRounds,,Local,Many,L2,,,150,,565.0824965241197,80.10012821631747,2.5157638170418073,72.7323854449358,1.7002178848093505,6.7008115914634505,0.1414672079914733,,525.7319273398728,0.14731635620328068,7.14730060176034,0.05845336974506417,31.114573459080557,,,Proportions,3012,,,0.7948245199852801,0.3887008643825797,,,,,cxTwoPointLocal,,,mutUniformFloat,0.14228228085761072,,selTournament,9.0,,46.0,2841,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,65.0,RuleBased,0.7137870198027275,1.08637945548935,0.5407929339035382,0.375,0.5597949008298397,1.0069678087909093
2835,NSGA,21,Median Datum Shift,Given,,Global,,L1,,,150,,529.2982482334762,81.25646648403827,2.926946798678106,60.902263263267216,,3.652573025628098,0.11562151649086516,,525.7101459814218,0.10912123831996035,5.775025975808569,0.13133431880669347,34.367590221124864,,,,3218,,,,0.38905375166327927,,,,cxTwoPoint,,,,mutUniformFloat,0.27038075383383064,,,,,60.0,2842,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,53.0,,0.7565027767566354,1.0268618046466051,0.5442118238095361,0.6875,0.5101400929200443,1.0138001624069908
2836,Annealing,18,Median Datum Shift,MedianInitialRounds,LinearErrorBased,Local,Many,L1,Explore,Annealing,150,,787.2408023276909,87.37557481347329,6.459729817629617,47.42685831259421,2.1705722912157723,9.90980305778372,0.10942228966135308,0.9893778748708363,525.6217539080867,0.14043738481526608,3.2482559891113327,0.13339820076820513,37.422516687276186,48.0,60.0,Proportions,3343,,,,,0.015711675387880535,,,,,,,,,0.9957221520459941,,,62.0,,2843,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.6437202370250168,0.8026543933498482,0.5514280044700994,0.5,0.4932588821886299,0.8712599051165063
2837,MCMC,18,Median Datum Shift,MedianInitialRounds,LinearErrorBased,Local,Many,L2,Explore,Error must decrease,150,0.005651619037663967,592.6692639672085,92.42497347297106,3.3280349069727624,52.70766982718433,1.0629642804337807,2.9171310900173006,0.13018387975051968,1.197065426703464,525.5501997654576,0.2245883993090017,7.011763260134938,0.16413607930718435,29.3435362154885,43.0,58.0,Equal,3183,,,,,,,,,,,,,,,,,63.0,,2844,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.7645909159993667,0.802524954159041,0.5211345554817626,0.6875,0.5161319018407559,1.295663168515274
2838,GA,12,Median Datum Shift,MedianInitialRounds,,Global,,Lhalf,,,150,,560.5203317484593,103.91017302780975,4.682011313919894,70.61403922926971,,4.058338958744108,0.15875258912737072,,525.2327329526138,0.22119159673245647,4.318787715783995,0.19072951748035355,27.680066679251503,,,Equal,3778,,108.82938946885402,0.8730824168962334,0.2404463458540185,,,,cxTwoPoint,,,,mutPolynomialBounded,0.1272243763621076,,selTournament,5.0,,42.0,2845,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,89.0,,0.6798142612338599,0.9534452246488584,0.5359586132574351,0.3125,0.45823020182964763,1.1389372664333584
2839,NSGA,13,Median Datum Shift,Given,,Local,Many,Lhalf,,,150,,898.7196349649162,101.51793402621719,5.490085014922846,77.54480525325994,1.8342700513958266,5.204584080939996,0.13537257962100702,,525.5660093271622,0.20880572179993717,6.691825178376053,0.20295359093645873,28.543297009048647,,,,3198,,,,0.2514841003729613,,,,,cxOnePointLocal,,,mutGaussian,0.1973927245317894,,,,,31.0,2846,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,103.0,RuleBased,0.7906232875431449,1.0297887441969265,0.5377025290665337,0.8125,0.6062317894665638,0.9668933749857003
2840,Annealing,13,Median Datum Shift,MedianInitialRounds,LinearErrorBased,Global,,L2,Explore,Annealing,150,,495.1252212822972,71.91081163827195,5.946099407109458,42.83079708325415,,9.286886933815758,0.16704540504638477,1.307198586252258,525.5923529866669,0.06192791602942327,4.962581380875681,0.09693958198849965,38.70516208088779,,45.0,Equal,3760,,,,,0.019077287031542205,,,,,,,,,0.9665085181443925,,,,,2847,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.6870914707337379,0.9193471692031143,0.5297641307830341,0.75,0.3654098627160048,0.8709361909665361
2841,MCMC,18,Median Datum Shift,MedianInitialRounds,None,Global,,L2,Explore,Error must decrease,150,0.011558755316052716,652.1150952073506,82.33580079960652,4.507434072050632,44.69575335200254,,4.619888817278465,0.10864475263122393,,525.5146632357273,0.12615415414178244,5.704932099222807,0.03782931651771242,30.178511012610663,,69.0,Equal,2165,,,,,,,,,,,,,,,,,,,2848,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.5700854524453504,0.9495270730611716,0.5474710591715385,0.0625,0.5121002669476288,0.7788288630464127
2842,GA,14,Median Datum Shift,Given,,Local,Many,L1,,,150,,422.48363772313724,95.12352800376708,6.196660882311948,47.05932631886751,2.1352806960196737,4.346112936900703,0.2178139036426338,,525.8682462662354,0.1659220647733905,5.063275350074985,0.1664669785609534,39.88273911875017,,,Equal,3954,,111.79228667879372,0.8132697702534181,0.22876524472831136,,,,,cxOnePointLocal,,,mutPolynomialBounded,0.19192579031248252,,selTournament,7.0,,69.0,2849,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,57.0,RuleBased,0.8398378660666589,0.7964687576493739,0.545268327252552,0.875,0.47896370915496866,1.5034885362764001
