,OptimMethod,ScenarioNum,SimulationShiftType,DatNormMethod,ExplorationRate,ErrorType,LocalWeightsMode,ErrorNorm,ExplorationStage,AcceptProbType,cubesize,ConstNormFactor,GlobalMoveEachDir,XYZ_Axes_StepStd,Dip_StepStd,Slip_StepStd,localWeightRadiusMult,DipDirection_StepStd,SlipParam,SteppingSizeMult,MaxFaultMarkerError,AmplitudeRatioChange,AzimuthMoveEachDirection,AxisRatioChange,DipMoveEachDirection,StartUpdateLocalWeight,nExploreRuns,MO_WeightingMethod,nruns,AcceptanceGoal,Eta,IndMatingProb,IndMutatingProb,InitialTemperature,MCMC_SwitchWeightFreq,MO_SwitchWeightFreq,MatingMethodGlobal,MatingMethodLocal,MatingSwapProb,MatingSwapRange,MutatingMethod,PbMutateParameter,ReductionRate,SelectionMethod,TournamentSize,UpdateLocalWeightsFreqRuleBased,npop,thread_num,OutputImageFreq,Toy,verbose,BaseFolder,GeneralPerturbStrategy,ControlPointMovementUnits,errCalcMethodFaultMarker,DataTypes,JoinType,xy_extent,xy_origin,DatNormCoef,graniteIdx,Windows,ngen,LocalWeightsMethod,MinMismatch,Grav,Mag,Tracer,GT,FaultMarkers
2843,NSGA,19,Median Datum Shift,Given,,Local,Once,L1,,,150,,510.558857334936,72.23721063121225,6.2584151767012655,76.62710104425463,1.041488949933796,5.824447449988225,0.16775367823473963,,525.5553712903907,0.14389703387157754,6.407741943355151,0.026263730263546385,34.86133944922693,,,,3298,,,,0.3492631591668285,,,,,cxOnePointLocal,,,mutUniformFloat,0.1764610726151725,,,,,44.0,2850,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,74.0,RuleBased,0.6674792755091159,0.9157454570075079,0.6281629173064598,0.3125,0.4769202554213798,1.004067747810232
2844,Annealing,12,Median Datum Shift,Given,None,Local,Once,L1,Explore,Annealing,150,,594.7708250965319,81.61113621570328,2.6027307582638084,52.1379037160376,1.7489791454032835,9.821325155557874,0.1080411713396154,,525.7580831584729,0.056326309033276095,9.331713665129824,0.21017438692824042,32.23393005029569,60.0,52.0,Proportions,3319,,,,,0.013040825377250435,,,,,,,,,0.9611708808271504,,,,,2851,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.6997928457834091,0.9919328646998137,0.547782067079851,0.4375,0.4029888046089812,1.1187604925283994
2845,MCMC,11,Median Datum Shift,Given,LinearErrorBased,Global,,L1,Explore,Error must decrease,150,0.010453844664696482,834.6283472934336,86.87279026315571,3.8280174359098993,33.25988427238658,,5.073989329783116,0.20562078383973173,0.9873838028120938,525.6273389437376,0.054086077396787995,5.262494268175191,0.10438659276834264,35.2861449774042,,61.0,Proportions,3790,,,,,,,,,,,,,,,,,,,2852,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.7577043035008937,0.8687671810093904,0.5593648964543918,0.5625,0.4590541684124794,1.3388352716282066
2846,GA,13,Median Datum Shift,Given,,Local,Many,L1,,,150,,858.5902433804097,125.92633108137727,3.7017782454335917,65.6182476796634,2.3354632815429506,8.429020773010418,0.18754433440644522,,525.9827482686351,0.22148608558193333,7.50862771199304,0.04661788471641079,31.31159894426655,,,Equal,3339,,,0.8837097464595831,0.2086307227108923,,,,,cxOnePointLocal,,,mutGaussian,0.156989869546989,,selTournament,10.0,,55.0,2853,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,60.0,RuleBased,0.6625140458143854,1.0390757901544347,0.5319810466331664,0.375,0.28971677765027426,1.076796614634052
2847,NSGA,18,Median Datum Shift,Given,,Local,Many,Lhalf,,,150,,342.8712420655245,124.22023755774319,2.379977606181679,71.46711514734275,1.6830356991081823,9.801674788470091,0.21497636831158792,,525.2982515511502,0.2093785478681835,3.617550199313011,0.2105994566178575,29.964721046937264,,,,3219,,98.13014218530222,,0.31641784530435046,,,,,cxLocalErrorPropExchange,,,mutPolynomialBounded,0.13395030008363454,,,,,47.0,2854,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,68.0,RuleBased,0.7053962860527461,0.86123591807019,0.5697502202280051,0.1875,0.9543684596208568,0.9541268323446792
2848,Annealing,15,Median Datum Shift,Given,None,Global,,Lhalf,Explore,Annealing,150,,662.482119855368,141.80445631054351,3.507374048366357,51.84816630979568,,3.2511133612957126,0.10293844731994106,,525.9075165995209,0.17249304107772714,8.07969269543284,0.2339840429876913,29.612496436879812,,43.0,Proportions,2376,,,,,0.008664663173644067,,,,,,,,,0.975937678209655,,,,,2855,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.6888678162094705,0.9516023029223472,0.5433744308810242,0.375,0.5031059432633231,1.0712564039806578
2849,MCMC,17,Median Datum Shift,Given,LinearErrorBased,Global,,L1,Explore,Const diff,150,0.013664251950199536,366.329423289949,74.74067970345244,5.974942398831799,32.03147334315853,,8.296165911685762,0.21452889105249484,1.2288581578712754,525.6999538854503,0.05778935038006077,4.209696798171596,0.034346899884004835,26.232868641219127,,58.0,Proportions,3490,,,,,,,,,,,,,,,,,,,2856,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.7217622895253164,0.8518064378743001,0.6180238737642457,0.375,0.47343209930646996,1.2905490366815664
2850,GA,15,Median Datum Shift,MedianInitialRounds,,Local,Many,L1,,,150,,878.3405085331634,139.71069305810624,6.870451157940052,45.19620416072451,2.3591150903695937,8.952087784764892,0.1803013914726341,,525.2825676520415,0.13093188944035497,7.884649315312831,0.07036214049059163,26.24744614518183,,,Proportions,3469,,,0.834414203878378,0.3028193881417322,,,,,cxLocalErrorPropExchange,,,mutGaussian,0.14764705370163275,,selTournament,9.0,,48.0,2857,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,72.0,RuleBased,0.47898693606413045,1.0133710928425954,0.5323147487865646,0.0,0.38574011231028665,0.4635087263812057
2851,NSGA,13,Median Datum Shift,MedianInitialRounds,,Global,,L2,,,150,,626.4766545567763,102.53196448237745,2.052498419758419,30.143122360750848,,2.0937769963431236,0.12878009900768583,,525.1175970047494,0.14600526777407366,3.9804965941737973,0.1411819645243316,38.14052555037212,,,,3512,,,,0.33052745737304123,,,,cxOnePoint,,,,mutGaussian,0.19584401818959934,,,,,29.0,2858,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,121.0,,0.705954207390031,1.0523497989984187,0.6460223110859445,0.375,0.5944308156324155,0.8619681112333762
2852,Annealing,21,Median Datum Shift,Given,LinearErrorBased,Local,Once,Lhalf,Explore,Annealing,150,,472.9673899131455,102.1615770586201,5.127861061219893,44.320188317058836,2.259256523043843,7.122906803317896,0.19451399549946524,1.0596811085606364,525.4100561689938,0.16131075845424264,9.532133988941874,0.1768012347589614,39.03621394250487,52.0,54.0,Equal,2526,,,,,0.001198893819792601,,,,,,,,,0.9866404494156786,,,,,2859,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.6473952067942919,0.9875060009294869,0.5754600847471588,0.3125,0.558666594146288,0.8028433541485254
2853,MCMC,19,Median Datum Shift,Given,None,Local,Many,L2,Explore,Error must decrease,150,0.01124886032904529,359.16422616179824,73.34667290970292,5.260936178482306,46.31000851213187,2.4639153735163646,9.021386417253417,0.207878548626837,,525.3468819751826,0.21024927653491143,6.352230318894897,0.10551140002201828,34.83158505816538,41.0,66.0,Equal,2445,,,,,,,,,,,,,,,,,50.0,,2860,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.5318787846018885,0.8145919869892039,0.5622574689706321,0.0625,0.5521176814450608,0.6679267856045461
2854,GA,20,Median Datum Shift,Given,,Local,Once,Lhalf,,,150,,794.975955069272,78.6364012672597,5.379712710930125,56.29104259215383,1.3377469139402949,3.8424528477850117,0.16713344980447076,,525.5469112579125,0.19509819033889736,9.752118910047818,0.16392361427439736,39.16862007041408,,,Proportions,3065,,,0.7676145932814613,0.31861116950982865,,,,,cxTwoPointLocal,,,mutGaussian,0.13133698128641286,,selTournament,12.0,,75.0,2861,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,40.0,RuleBased,0.5745487392109936,0.9736788149691069,0.5421657465965056,0.125,0.5879225627332871,0.6439765717560683
2855,NSGA,11,Median Datum Shift,MedianInitialRounds,,Global,,Lhalf,,,150,,632.9545913311495,82.93720599211176,2.3179122974232493,55.828769124658365,,8.078926933686631,0.16381705795981666,,525.457176711123,0.07487536265170713,7.616445996070648,0.1882022865987004,25.722711468077378,,,,2351,,114.48487633739427,,0.20128795936153696,,,,cxTwoPoint,,,,mutPolynomialBounded,0.26853058365012533,,,,,48.0,2862,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,48.0,,0.8149344847205896,0.9157258554272326,0.578732454367514,0.6875,0.4865764515913904,1.4061376622168114
2856,Annealing,12,Median Datum Shift,Given,LinearErrorBased,Global,,L1,Explore,Annealing,150,,377.6241703642022,80.64327464920284,2.891456844044159,58.656493340475684,,2.373079438190527,0.17056246993763038,1.2271871617526928,525.5393988737164,0.11331477793744463,3.7761516889473814,0.06720017150582959,34.77198283515459,,49.0,Proportions,2358,,,,,0.021802700545504622,,,,,,,,,0.9573829723423779,,,,,2863,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.8366994189318924,0.8102116672986294,0.5692909271235278,1.0,0.463278240324293,1.3407162599130118
2857,MCMC,15,Median Datum Shift,MedianInitialRounds,None,Global,,L1,Explore,Error must decrease,150,0.008526592673821776,824.6817691445982,93.60443437237862,6.35742157823907,34.596238713129694,,4.562066023090907,0.19074346414037285,,525.974231232921,0.06841708689710653,8.855477558518178,0.03382377983708013,28.016551724080706,,51.0,Proportions,3794,,,,,,,,,,,,,,,,,,,2864,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.7694713238186568,1.0292013818521968,0.5350976946825678,0.5625,0.7177648398625177,1.002792702696002
2858,GA,14,Median Datum Shift,Given,,Local,Many,L2,,,150,,614.241210163028,95.86400136532475,2.9590772337640336,66.02032663629598,2.3908349895734666,8.332107063309572,0.09869851682169688,,525.5215495372865,0.23849714305864295,8.14173719502828,0.08235326984035743,25.648413483203377,,,Equal,3550,,,0.8079990944563558,0.3384949141430508,,,,,cxOnePointLocal,,,mutUniformFloat,0.21148893276824676,,selTournament,5.0,,57.0,2865,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,62.0,RuleBased,0.5723265701165079,0.8145025951813709,0.5486748547995074,0.1875,0.4106685897353651,0.900286810866296
2859,NSGA,13,Median Datum Shift,Given,,Global,,Lhalf,,,150,,640.0106544933328,146.34455999935676,5.597568952803277,35.173463831678966,,2.863445310131053,0.1759457632282816,,525.57173810556,0.17263338710820447,6.3955588252010935,0.09728838284452808,30.327852821210215,,,,2447,,,,0.22499444399726673,,,,cxOnePoint,,,,mutGaussian,0.11529826945055117,,,,,44.0,2866,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,55.0,,0.7140496272328947,1.2229942497535387,0.5753733433351691,0.375,0.5530298311738482,0.8438507119019172
2860,Annealing,14,Median Datum Shift,Given,LinearErrorBased,Local,Once,L2,Explore,Annealing,150,,767.519136278273,120.53763012347214,6.070738054048111,54.50869344672843,2.196331898829337,2.3712181343052157,0.17251005776496886,1.157567878058008,525.768345298901,0.15322508679625527,6.822557136399837,0.10685508193824376,34.799004332274635,52.0,54.0,Proportions,2971,,,,,0.019273830482132732,,,,,,,,,0.9813321568681872,,,,,2867,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.5448303486191625,0.7139305255693399,0.536038104353327,0.125,0.26902307037504364,1.0801600427981017
2861,MCMC,15,Median Datum Shift,Given,None,Global,,L2,Explore,Track Acceptance,150,0.003911605514427889,750.4168816070039,142.34111701742736,2.7312381634533023,71.85942782230124,,8.286228175660746,0.17411027967449091,,525.8612729757989,0.1424943432732234,8.329161708186808,0.06766473335775502,38.91042724176053,,70.0,Proportions,3453,0.18660146862052124,,,,,,,,,,,,,,,,,,2868,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.6837864636024971,0.9449043678595913,0.5522377917685947,0.125,0.610504857095026,1.186285301289273
2862,GA,20,Median Datum Shift,MedianInitialRounds,,Local,Once,L2,,,150,,689.8451572016772,141.97355555535887,5.161665431715029,61.84241840803698,2.0623196175803,7.052241936405294,0.11866457211303136,,525.6352918321894,0.12049224298320545,9.2163201612391,0.18423559753010804,37.49516705465973,,,Equal,3752,,106.23611683742203,0.9690299675372223,0.2629339116399691,,,,,cxTwoPointLocal,,,mutPolynomialBounded,0.22185637356057583,,selTournament,5.0,,35.0,2869,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,107.0,RuleBased,0.6448977217579384,1.0137600453714022,0.5696793498000488,0.3125,0.6818467517298202,0.6467024618884205
2863,NSGA,11,Median Datum Shift,MedianInitialRounds,,Global,,L2,,,150,,439.7338329024083,119.39988226531617,2.1826727637338066,55.93621178155634,,6.674344839098949,0.16024406371726496,,525.629101189695,0.059322087520955295,7.7982225119957835,0.03561417014569908,33.411376904117226,,,,2998,,,,0.2327977228437036,,,,cxOnePoint,,,,mutGaussian,0.1795313964016255,,,,,73.0,2870,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,41.0,,0.9169747558729752,0.9267187715650599,0.5366676553747466,1.0,0.9127403678179459,1.2087469846071235
2864,Annealing,18,Median Datum Shift,MedianInitialRounds,None,Global,,Lhalf,Explore,Annealing,150,,830.2480355115889,84.92194023196961,6.687263374274065,83.61363294959762,,8.2410896231898,0.10938848306784255,,525.210595321845,0.22353220778390198,7.3435710268672025,0.051259730792189706,38.01031318414119,,43.0,Equal,2503,,,,,0.01378363771281416,,,,,,,,,0.9590169946669874,,,,,2871,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.5970197823565815,1.0250941783714755,0.5657126202218415,0.125,0.45463694653907216,0.8146551666505186
2865,MCMC,11,Median Datum Shift,MedianInitialRounds,LinearErrorBased,Local,Once,L2,Explore,Error must decrease,150,0.014384733278938498,607.1477928235339,139.75343010329792,5.076366170242025,34.406662150933805,1.5720824773075317,7.1692364711884355,0.1131336749884042,1.0427025272344985,525.6964150712374,0.061956312699242067,7.228767841099329,0.22533489093324244,39.1779990441269,53.0,44.0,Equal,3048,,,,,,,,,,,,,,,,,,,2872,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.7648315761165622,1.016911381726157,0.5690593218854909,0.3125,0.7142812354924752,1.2114059414786877
2866,GA,17,Median Datum Shift,MedianInitialRounds,,Global,,L1,,,150,,745.3765019730914,96.82552085460809,5.010147351334211,83.80934643271173,,7.683444236266763,0.19186548649913895,,525.5647301703591,0.14263098500762716,9.65831383937683,0.11938108088594673,36.194276415662266,,,Equal,3239,,110.85596747166656,0.8098573762333225,0.2532433304232874,,,,cxOnePoint,,,,mutPolynomialBounded,0.17757057427286732,,selTournament,9.0,,68.0,2873,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,47.0,,0.6412744010218678,0.9297706099522667,0.6085751003934589,0.1875,0.5324947014238467,0.9480315933397668
2867,NSGA,17,Median Datum Shift,Given,,Local,Many,L1,,,150,,738.6275011872376,143.01175802364253,6.106493667833602,30.96123708623655,2.1170402822724608,3.457900415301869,0.21665561330498193,,525.122717504571,0.18203546012115907,3.563453570677158,0.14814158861040763,35.938150020409196,,,,2626,,,,0.3835619621171682,,,,,cxOnePointLocal,,,mutUniformFloat,0.1909427040143224,,,,,76.0,2874,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,34.0,RuleBased,0.6905148687869054,1.014588976164138,0.5654443027217627,0.3125,0.6335107723777881,0.9265302926708378
2868,Annealing,21,Median Datum Shift,Given,None,Local,Many,L1,Explore,Annealing,150,,358.6579794414068,143.11778749915908,5.2960617364158935,59.82923396887029,1.0502555788800414,9.583043072406797,0.1247586196060369,,525.1128652425157,0.1820004852686351,3.5736900204439284,0.07379640933821928,38.926744109217665,43.0,46.0,Proportions,2824,,,,,0.0022747876575017535,,,,,,,,,0.9564685647614078,,,38.0,,2875,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.6607059440909212,0.8284310072962384,0.5428745320092774,0.4375,0.5378455505258813,0.956878630623209
2869,MCMC,17,Median Datum Shift,Given,None,Local,Many,L1,Explore,Error must decrease,150,0.010795704095547833,813.1883756097752,124.87733167786705,6.2958314433217675,60.40111002327824,1.7699796243732102,7.310746144794383,0.15932889835472203,,525.6543119467517,0.21575033015292316,3.5814738279778244,0.16349759906015326,26.68889728449664,51.0,48.0,Proportions,3042,,,,,,,,,,,,,,,,,56.0,,2876,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.7567601143957987,1.01195665286798,0.4705300548415715,0.75,0.3641852897216627,1.1871285745477793
2870,GA,20,Median Datum Shift,MedianInitialRounds,,Local,Once,Lhalf,,,150,,727.6771615695313,113.84527793054102,4.695826471220528,87.70920568502669,1.4987714537160808,9.331851190967203,0.13798949652546733,,525.3089109228654,0.08950417331475109,8.430562539124058,0.07019099089695152,27.852549541597703,,,Equal,3829,,,0.7725976181885601,0.2741720001782038,,,,,cxTwoPointLocal,,,mutGaussian,0.10936158190503781,,selTournament,12.0,,53.0,2877,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,72.0,RuleBased,0.5591517862906186,1.0511740354867867,0.5566568544050264,0.1875,0.32284710262627797,0.6775809389350014
2871,NSGA,17,Median Datum Shift,Given,,Local,Once,L2,,,150,,414.7682208977165,104.13662993190471,5.776267424819142,86.84526125140162,1.0284106158810042,6.585866300288834,0.10813530216913204,,525.5154961652545,0.15619540533138024,8.986252639089882,0.062406555519664425,31.663832557050476,,,,3837,,84.31057478514998,,0.2968755642453823,,,,,cxOnePointLocal,,,mutPolynomialBounded,0.2340030521416149,,,,,42.0,2878,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,91.0,RuleBased,0.6374887541845469,0.9827230132364695,0.540178042407564,0.125,0.7536620164629177,0.785880698815783
